lei,bank_name,country,scope,refPeriod,rahmenwerk,submission_ts,im_xbrl_bestand,paket_mb,n_pdf,n_seiten,n_zeichen,zeichen_je_seite,textebene,sprache,sprach_abstand,sprach_woerter,sprach_urteil,n_offengelegt,n_ausgelassen,quote_gegen_erwartung,trea_eur,groessenklasse,zeichen_je_template,fehler
529900NJYUGRO908KV84,ALLIANZ BULGARIA HOLDING,BG,CON,2025-12-31,P3NONREMDISDOCS,20260624173001003,true,0.504,1,59,220238,3732.8,ja,,,3725,unsicher,15,61,0.0,1005.0,klein,14683,
529900NJYUGRO908KV84,ALLIANZ BULGARIA HOLDING,BG,CON,2025-12-31,P3REMDISDOCS,20260624175242485,true,0.167,1,14,57175,4083.9,ja,hr,105.77,1560,abweichend,15,61,0.0,1005.0,klein,3812,
529900NNQW9IAE32GQ07,GRAWE-Vermögensverwaltung,AT,CON,2025-12-31,P3NONREMDISDOCS,20260527143720000,true,1.431,1,35,101272,2893.5,ja,de,187.14,2271,landessprache,17,79,0.1,4875000000.0,mittel,5957,
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-06-30,P3NONREMDISDOCS,20260323113101001,true,1.536,1,73,171305,2346.6,ja,en,158.75,2570,englisch,47,47,0.1818,158600000000.0,gross,3645,
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-09-30,P3NONREMDISDOCS,20260324111902001,true,0.888,1,12,21083,1756.9,ja,en,141.14,2331,englisch,9,46,0.0,158400000000.0,gross,2343,
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-12-31,P3NONREMDISDOCS,20260415113101001,true,3.122,1,187,566951,3031.8,ja,en,190.61,2429,englisch,66,28,0.1,159700000000.0,gross,8590,
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2026-03-31,P3NONREMDISDOCS,20260602144301001,true,0.315,1,12,21864,1822.0,ja,en,146.22,2380,englisch,10,44,0.0,162100000000.0,gross,2186,
529900OE1FOAM50XLP72,Liechtensteinische Landesbank AG,LI,CON,2025-06-30,P3NONREMDISDOCS,20260611133943000,true,0.688,1,8,13534,1691.8,ja,de,154.29,1400,landessprache,4,59,0.75,10760000000.0,mittel,3384,
529900OKPZTTS50FXP26,Advanzia Bank S.A.,LU,IND,2025-12-31,P3NONREMDISDOCS,20260305071632000,true,0.911,1,63,171275,2718.7,ja,en,237.14,2041,englisch,18,60,0.0,2961000000.0,klein,9515,
529900P8BY9HZTZ82T70,Volksbank Kraichgau eG,DE,IND,2025-12-31,P3NONREMDISDOCS,20260625094148488,true,0.679,1,32,67098,2096.8,ja,de,213.67,2443,landessprache,12,64,0.0,6205000000.0,mittel,5592,
529900P8BY9HZTZ82T70,Volksbank Kraichgau eG,DE,IND,2025-12-31,P3REMDISDOCS,20260625094426559,true,0.203,1,5,5903,1180.6,ja,de,118.64,649,landessprache,12,64,0.0,6205000000.0,mittel,492,
529900PR2ELW8QI1B775,DLR Kredit A/S,DK,IND,2025-12-31,P3REMDISDOCS,20260623123206825,true,2.954,1,134,247554,1847.4,ja,da,47.44,2424,landessprache,21,15,0.1579,,unbekannt,11788,
529900PR2ELW8QI1B775,DLR Kredit A/S,DK,IND,2026-03-31,P3NONREMDISDOCS,20260629123206825,true,0.885,1,17,18187,1069.8,ja,da,37.17,1722,landessprache,,,,,unbekannt,,
529900PUK9IU39VCWK54,Volksbank in Ostwestfalen eG,DE,IND,2025-12-31,P3NONREMDISDOCS,20260629084652942,true,0.337,1,28,63910,2282.5,ja,de,194.99,2354,landessprache,11,65,0.0,7710000000.0,mittel,5810,
529900PUK9IU39VCWK54,Volksbank in Ostwestfalen eG,DE,IND,2025-12-31,P3REMDISDOCS,20260629084652942,true,0.124,1,5,7910,1582.0,ja,de,100.67,745,landessprache,11,65,0.0,7710000000.0,mittel,719,
529900Q2C3I7VCILLG45,FIMBank plc,MT,CON,2025-12-31,P3NONREMDISDOCS,20260507140901003,true,0.747,0,0,0,,,,,0,unsicher,42,36,0.0,1086000000.0,klein,,
529900Q2C3I7VCILLG45,FIMBank plc,MT,CON,2025-12-31,P3REMDISDOCS,20260507140901003,true,0.343,0,0,0,,,,,0,unsicher,42,36,0.0,1086000000.0,klein,,
529900QYEJ2GYSWK1F08,RLB-Stmk Verbund eGen,AT,CON,2025-12-31,P3NONREMDISDOCS,20260610090600000,true,2.602,1,160,316258,1976.6,ja,de,215.46,2381,landessprache,48,38,0.0909,8939000000.0,mittel,6589,
529900RCLERIIXF4QM23,bank99 AG,AT,IND,2025-12-31,P3NONREMDISDOCS,20260605140901000,true,0.355,1,39,87934,2254.7,ja,de,180.23,2469,landessprache,16,80,0.1,1000.0,klein,5496,
529900RPGHC6DQEQL615,International Asset Bank AD,BG,IND,2025-12-31,P3NONREMDISDOCS,20260623140052879,true,1.303,1,119,336567,2828.3,ja,bg,263.31,1785,landessprache,47,31,0.0,512400.0,klein,7161,
529900RQOBT3ZJMDRK43,Bank Frick AG,LI,CON,2025-12-31,P3NONREMDISDOCS,20260617152300000,true,0.416,1,21,39408,1876.6,ja,en,261.36,2686,englisch,7,53,0.2,817500000.0,klein,5630,
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-06-30,P3NONREMDISDOCS,20251125103953689,true,1.157,1,63,377806,5996.9,ja,en,188.07,1744,landessprache,40,54,0.0,5740.0,klein,9445,
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-09-30,P3NONREMDISDOCS,20251125103953689,true,0.53,1,16,39501,2468.8,ja,en,191.92,1881,landessprache,4,51,0.0,5800.0,klein,9875,
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-12-31,P3NONREMDISDOCS,20251225103953679,true,2.051,1,120,589417,4911.8,ja,en,243.81,1817,landessprache,56,38,0.025,6273.0,klein,10525,
529900S1KHKOEQL5CK20,Wüstenrot Bausparkasse Aktiengesellschaft,DE,IND,2025-12-31,P3NONREMDISDOCS,20260609151850773,true,4.303,1,258,618265,2396.4,ja,de,157.84,2116,landessprache,50,41,0.0476,7572000000.0,mittel,12365,
529900S1KHKOEQL5CK20,Wüstenrot Bausparkasse Aktiengesellschaft,DE,IND,2025-12-31,P3REMDISDOCS,20260609151850773,true,0.691,1,22,45412,2064.2,ja,de,247.63,2322,landessprache,50,41,0.0476,7572000000.0,mittel,908,
529900SEFOTJH1MLGZ92,Lægernes Bank A/S,DK,IND,2025-12-31,P3NONREMDISDOCS,20260330090814000,true,0.785,1,39,98589,2527.9,ja,da,30.32,2012,landessprache,18,68,0.2727,712900000.0,klein,5477,
529900SS7ZWCX82U3W60,DEUTSCHE BANK S.P.A.,IT,IND,2025-12-31,P3NONREMDISDOCS,20260521102054338,true,10.218,1,58,110901,1912.1,ja,it,133.67,2813,landessprache,28,48,0.0476,20700000000.0,mittel,3961,
529900SS7ZWCX82U3W60,DEUTSCHE BANK S.P.A.,IT,IND,2025-12-31,P3REMDISDOCS,20260521102054338,true,1.031,1,14,55114,3936.7,ja,it,164.64,2794,landessprache,28,48,0.0476,20700000000.0,mittel,1968,
529900SXEWPJ1MRRX537,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,AT,CON,2025-12-31,P3NONREMDISDOCS,20260508120500200,true,3.203,1,271,586881,2165.6,ja,de,206.52,2024,landessprache,42,49,0.119,16880.0,klein,13973,
529900T32UL0CP1FZA06,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,IT,CON,2025-12-31,P3NONREMDISDOCS,20260619125343283,true,13.146,1,96,236278,2461.2,ja,it,155.67,2441,landessprache,76,0,0.0,3822.0,klein,3109,
529900T32UL0CP1FZA06,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,IT,CON,2025-12-31,P3REMDISDOCS,20260619121243283,true,2.477,1,15,39718,2647.9,ja,it,145.69,2677,landessprache,76,0,0.0,3822.0,klein,523,
529900T7MYZUMMW4O176,Berliner Volksbank eG,DE,CON,2025-12-31,P3NONREMDISDOCS,20260623100853000,true,0.349,1,37,84612,2286.8,ja,de,189.53,2253,landessprache,10,61,0.0,12380000000.0,mittel,8461,
529900TDG1TFZM39SF37,Baader Beteiligungs GmbH,DE,CON,2025-12-31,P3REMDISDOCS,20260625000000001,true,6.808,1,39,119881,3073.9,ja,de,163.97,1732,landessprache,12,43,0.25,1154000000.0,klein,9990,
529900U5XAEYOT68AC40,EFG Bank (Luxembourg) S.A.,LU,IND,2025-12-31,P3NONREMDISDOCS,20260625122510004,true,6.19,1,45,13866,308.1,ja,en,9.6,2084,englisch,14,62,,707700000.0,klein,990,
529900UHDH7QLRMEJQ86,Sigma Bank AG,LI,CON,2025-12-31,P3NONREMDISDOCS,20260629091600000,true,0.655,1,31,74412,2400.4,ja,de,186.76,2115,landessprache,9,67,0.0,790400000.0,klein,8268,
529900UIRB65OY6U4B21,Lombard Bank Malta plc,MT,IND,2025-12-31,P3NONREMDISDOCS,20260521083030000,true,5.049,1,131,249637,1905.6,ja,en,201.0,2209,landessprache,29,57,0.1818,1028000000.0,klein,8608,
529900UIRB65OY6U4B21,Lombard Bank Malta plc,MT,IND,2025-12-31,P3REMDISDOCS,20260521083230000,true,2.791,1,9,6463,718.1,ja,en,255.25,905,landessprache,29,57,0.1818,1028000000.0,klein,223,
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260105040158311,true,0.554,1,6,8796,1466.0,ja,en,164.69,1178,englisch,1,54,0.0,3865.0,klein,8796,
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260317040158327,true,2.59,1,160,296418,1852.6,ja,en,230.83,2569,englisch,42,36,0.0,3892.0,klein,7058,
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-12-31,P3REMDISDOCS,20260417050413726,true,0.642,1,19,49860,2624.2,ja,en,267.28,2806,englisch,42,36,0.0,3892.0,klein,1187,
529900V3O1M5IHMOSF46,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,CON,2025-06-30,P3NONREMDISDOCS,20260601172140002,true,0.963,2,49,96975,1979.1,ja,en,220.57,2557,englisch,2,53,0.9091,12750000000.0,mittel,48488,
529900VS0F7BA91P4I60,Alpha Bank Cyprus Limited,CY,IND,2025-12-31,P3NONREMDISDOCS,20260630165842847,true,1.769,1,132,375796,2846.9,ja,en,199.16,1195,englisch,14,12,0.0,,unbekannt,26843,
529900VVDOKMRRAHZ894,Bank GPB International S.A.,LU,IND,2025-12-31,P3NONREMDISDOCS,20260615103245425,true,2.425,1,80,169401,2117.5,ja,en,233.02,1914,englisch,34,44,0.1111,526500000.0,klein,4982,
529900VVDOKMRRAHZ894,Bank GPB International S.A.,LU,IND,2025-12-31,P3REMDISDOCS,20260506103745425,true,0.805,1,6,17348,2891.3,ja,en,276.06,2456,englisch,34,44,0.1111,526500000.0,klein,510,
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-06-30,P3NONREMDISDOCS,20251114152447123,true,0.289,1,9,46511,5167.9,ja,en,248.12,2918,englisch,15,64,0.4706,68250000000.0,gross,3101,
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,P3NONREMDISDOCS,20260415152447123,true,1.66,1,129,301268,2335.4,ja,hu,84.18,1473,landessprache,55,44,0.0,75550000000.0,gross,5478,
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,P3NONREMDISDOCS,20260415152447124,true,1.495,1,125,275314,2202.5,ja,en,240.94,1739,englisch,55,44,0.0,75550000000.0,gross,5006,
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,P3REMDISDOCS,20260615152447124,true,0.285,1,10,21270,2127.0,ja,hu,95.88,2232,landessprache,55,44,0.0,75550000000.0,gross,387,
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,P3REMDISDOCS,20260615152447125,true,0.307,1,12,22598,1883.2,ja,en,292.73,2931,englisch,55,44,0.0,75550000000.0,gross,411,
529900XB6RQ3XCELQO62,BENDURA BANK AG,LI,IND,2025-12-31,P3NONREMDISDOCS,20260625104512345,true,0.444,1,20,53016,2650.8,ja,de,218.36,2299,landessprache,8,63,0.0,464200000.0,klein,6627,
529900XDLJV1P7HBAH18,Sparkasse Holstein,DE,IND,2025-12-31,P3NONREMDISDOCS,20260626113200000,true,0.366,1,43,99259,2308.3,ja,de,155.47,2039,landessprache,10,66,0.0,6643000000.0,mittel,9926,
529900XDLJV1P7HBAH18,Sparkasse Holstein,DE,IND,2025-12-31,P3REMDISDOCS,20260626113200000,true,0.088,1,9,18467,2051.9,ja,de,190.23,2171,landessprache,10,66,0.0,6643000000.0,mittel,1847,
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-06-30,P3NONREMDISDOCS,20260306110324100,true,1.53,1,111,216012,1946.1,ja,de,153.08,1999,landessprache,38,56,0.0,30360000000.0,gross,5685,
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-09-30,P3NONREMDISDOCS,20260306110324101,true,0.358,1,18,28665,1592.5,ja,de,155.82,1752,landessprache,4,51,0.0,30690000000.0,gross,7166,
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-12-31,P3NONREMDISDOCS,20260306110324102,true,2.882,1,236,469774,1990.6,ja,de,193.84,2110,landessprache,56,43,0.0455,31340000000.0,gross,8389,
529900ZMDTSQYEYCKL45,VR TeilhaberBank Metropolregion Nürnberg eG,DE,IND,2025-12-31,P3NONREMDISDOCS,20260610000000000,true,0.39,1,30,59602,1986.7,ja,de,205.98,2340,landessprache,10,66,0.0,3650000000.0,klein,5960,
529900ZMDTSQYEYCKL45,VR TeilhaberBank Metropolregion Nürnberg eG,DE,IND,2025-12-31,P3REMDISDOCS,20260622000000000,true,0.107,1,5,6355,1271.0,ja,de,117.99,678,landessprache,10,66,0.0,3650000000.0,klein,636,
529900ZVK4VTIS0TOT43,DenizBank AG,AT,IND,2025-12-31,P3NONREMDISDOCS,20260605133543972,true,0.865,1,65,139603,2147.7,ja,de,179.33,842,landessprache,15,69,0.0,3255000000.0,klein,9307,
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-06-30,P3NONREMDISDOCS,20260218110530400,true,3.452,2,148,444049,3000.3,ja,pl,98.31,1953,landessprache,51,43,0.0,38980000000.0,gross,8707,
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-09-30,P3NONREMDISDOCS,20260216110530402,true,,,,,,,,,,,3,52,0.0,40110000000.0,gross,,404 Client Error: The specified blob does not exist. for url: https://
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-09-30,P3NONREMDISDOCS,20260216110530412,true,,,,,,,,,,,3,52,0.0,40110000000.0,gross,,404 Client Error: The specified blob does not exist. for url: https://
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-12-31,P3NONREMDISDOCS,20260219204530401,true,,,,,,,,,,,62,37,0.0,41960000000.0,gross,,404 Client Error: The specified blob does not exist. for url: https://
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2026-03-31,P3NONREMDISDOCS,20260429144500000,true,0.837,2,24,74647,3110.3,ja,pl,93.77,2069,landessprache,3,51,0.0,42250000000.0,gross,24882,
5493000LM0MZ4JPMGM90,"Santander Consumer Finance, S.A.",ES,CON,2025-12-31,P3NONREMDISDOCS,20260505052232264,true,2.508,2,62,167056,2694.5,ja,es,103.52,2724,landessprache,34,50,0.0,78330000000.0,gross,4913,
5493000UPYR7EEHN2R94,"Gorenjska banka d.d., Kranj",SI,CON,2025-12-31,P3NONREMDISDOCS,20260617130224384,true,1.078,1,41,132206,3224.5,ja,en,214.71,2515,englisch,23,53,0.0,1846000.0,klein,5748,
5493000UPYR7EEHN2R94,"Gorenjska banka d.d., Kranj",SI,CON,2025-12-31,P3REMDISDOCS,20260617120324717,true,0.327,1,10,30669,3066.9,ja,en,310.38,2861,englisch,23,53,0.0,1846000.0,klein,1333,
5493000YPN33HF74SN02,Bank of Montreal Europe plc,IE,IND,2025-10-31,P3NONREMDISDOCS,20260320090230579,true,1.576,1,110,321559,2923.3,ja,en,166.67,882,landessprache,17,42,,,unbekannt,18915,
5493000YPN33HF74SN02,Bank of Montreal Europe plc,IE,IND,2025-10-31,P3REMDISDOCS,20260320100530579,true,0.466,1,4,16413,4103.2,ja,en,226.5,2362,landessprache,17,42,,,unbekannt,965,
5493001BABFV7P27OW30,"Nova Ljubljanska Banka d.d., Ljubljana",SI,CON,2025-09-30,P3NONREMDISDOCS,20260309191601000,true,0.733,1,19,47880,2520.0,ja,en,197.32,2463,englisch,3,52,0.0,19120000000.0,mittel,15960,
5493001BABFV7P27OW30,"Nova Ljubljanska Banka d.d., Ljubljana",SI,CON,2026-03-31,P3NONREMDISDOCS,20260518093201000,true,0.794,1,19,46657,2455.6,ja,en,173.82,2376,englisch,3,51,0.0,20160000000.0,mittel,15552,
5493001U1K6M7JOL5W45,Raiffeisen Bank csoport,HU,CON,2025-12-31,P3NONREMDISDOCS,20260424085023312,true,0.911,1,99,233311,2356.7,ja,hu,71.73,1171,landessprache,54,32,0.0,4658000000.0,mittel,4321,
5493002DPKDEC2JN1Y86,Sparekassen Sjælland-Fyn A/S,DK,CON,2025-12-31,P3NONREMDISDOCS,20260604092530000,true,1.197,1,26,87512,3365.8,ja,da,35.39,2458,landessprache,52,47,0.0909,2628000000.0,klein,1683,
5493002DPKDEC2JN1Y86,Sparekassen Sjælland-Fyn A/S,DK,CON,2025-12-31,P3REMDISDOCS,20260604092530000,true,0.073,1,2,2421,1210.5,ja,da,48.86,307,landessprache,52,47,0.0909,2628000000.0,klein,47,
5493003BDYD5VPGUQS04,UniCredit Bank S.A.,RO,CON,2025-12-31,P3NONREMDISDOCS,20260617091742000,true,2.607,1,196,549217,2802.1,ja,en,179.56,1370,englisch,43,71,0.125,10510000000.0,mittel,12772,
5493003BDYD5VPGUQS04,UniCredit Bank S.A.,RO,CON,2025-12-31,P3REMDISDOCS,20260617091542000,true,3.148,1,9,0,0.0,nein,,,0,unsicher,43,71,0.125,10510000000.0,mittel,,
5493004D82XDFVPWQJ91,Ikano Bank AB (publ),SE,IND,2025-12-31,P3NONREMDISDOCS,20260527151100000,true,0.633,1,15,68966,4597.7,ja,en,225.96,2589,englisch,9,67,0.0,3079000000.0,klein,7663,
5493004D82XDFVPWQJ91,Ikano Bank AB (publ),SE,IND,2025-12-31,P3REMDISDOCS,20260527151100000,true,0.26,1,5,17540,3508.0,ja,en,231.52,2475,englisch,9,67,0.0,3079000000.0,klein,1949,
5493004WUGGU2BQI7F14,Landshypotek AB - gruppen,SE,CON,2025-12-31,P3NONREMDISDOCS,20260306015624368,true,1.271,1,63,150770,2393.2,ja,en,158.9,2681,englisch,51,35,0.0,3224000000.0,klein,2956,
5493004WUGGU2BQI7F14,Landshypotek AB - gruppen,SE,CON,2025-12-31,P3REMDISDOCS,20260306015624368,true,0.205,1,5,13529,2705.8,ja,en,237.97,1933,englisch,51,35,0.0,3224000000.0,klein,265,
54930056FHWP7GIWYY08,Morgan Stanley Europe SE,DE,CON,2025-09-30,P3NONREMDISDOCS,20260408181700000,true,0.136,2,19,33391,1757.4,ja,en,148.19,2409,englisch,2,6,,,unbekannt,16696,
5493006QMFDDMYWIAM13,"Banco Santander, S.A.",ES,CON,2025-06-30,P3NONREMDISDOCS,20251106094912017,true,6.95,1,185,491332,2655.8,ja,en,193.23,2453,englisch,51,43,0.0455,625800000000.0,gross,9634,
5493006QMFDDMYWIAM13,"Banco Santander, S.A.",ES,CON,2025-09-30,P3NONREMDISDOCS,20251128112200000,true,11.521,1,24,60659,2527.5,ja,en,204.8,2417,englisch,8,55,0.0,630800000000.0,gross,7582,
5493006QMFDDMYWIAM13,"Banco Santander, S.A.",ES,CON,2025-12-31,P3NONREMDISDOCS,20260225171700000,true,13.785,1,367,1024014,2790.2,ja,en,170.26,2367,englisch,72,27,0.0,629400000000.0,gross,14222,
5493006QMFDDMYWIAM13,"Banco Santander, S.A.",ES,CON,2026-03-31,P3NONREMDISDOCS,20260527223100000,true,10.886,2,76,183451,2413.8,ja,en,248.67,2827,englisch,8,54,0.0,600500000000.0,gross,22931,
5493006QMFDDMYWIAM13,"Banco Santander, S.A.",ES,CON,2026-03-31,P3NONREMDISDOCS,20260528234500000,true,10.879,2,75,182557,2434.1,ja,en,246.9,2819,englisch,8,54,0.0,600500000000.0,gross,22820,
5493006Z4NTMNDDBGL49,ECCM Bank plc,MT,IND,2025-09-30,P3NONREMDISDOCS,20260325140901003,true,1.333,1,68,204495,3007.3,ja,en,249.39,2863,landessprache,22,56,,947800000.0,klein,9295,
5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260504100000000,true,0.254,1,3,5901,1967.0,ja,de,52.54,571,landessprache,4,59,0.0,4683000000.0,mittel,1475,
5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260506100000000,true,0.228,1,3,5899,1966.3,ja,de,52.54,571,landessprache,4,59,0.0,4683000000.0,mittel,1475,
5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260506101000000,true,0.228,1,3,5899,1966.3,ja,de,52.54,571,landessprache,4,59,0.0,4683000000.0,mittel,1475,
5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260430090000000,true,2.099,2,153,412311,2694.8,ja,de,94.18,2166,landessprache,45,41,0.0909,4735000000.0,mittel,9162,
5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,AT,CON,2025-12-31,P3REMDISDOCS,20260617090000000,true,0.379,1,15,38885,2592.3,ja,de,223.0,2444,landessprache,45,41,0.0909,4735000000.0,mittel,864,
5493007QRSX9DS2CM858,China Construction Bank (Europe) S.A.,LU,IND,2025-12-31,P3NONREMDISDOCS,20260622140000000,true,1.391,1,58,119902,2067.3,ja,en,200.0,1740,englisch,10,61,0.0,3176000000.0,klein,11990,
5493007S4JE930SIUE86,ING Holding Deutschland GmbH,DE,CON,2025-06-30,P3NONREMDISDOCS,20260422163000000,true,1.643,1,49,135294,2761.1,ja,de,124.93,1913,landessprache,32,47,0.0,46170000000.0,gross,4228,
5493007S4JE930SIUE86,ING Holding Deutschland GmbH,DE,CON,2025-09-30,P3NONREMDISDOCS,20260423152600000,true,1.037,1,14,35698,2549.9,ja,de,109.79,1931,landessprache,7,48,0.0,47320000000.0,gross,5100,
5493007S4JE930SIUE86,ING Holding Deutschland GmbH,DE,CON,2025-12-31,P3NONREMDISDOCS,20260618154000000,true,1.902,1,99,210077,2122.0,ja,de,134.24,1989,landessprache,34,50,0.0,49080000000.0,gross,6179,
5493007S4JE930SIUE86,ING Holding Deutschland GmbH,DE,CON,2025-12-31,P3NONREMDISDOCS,20260630153300999,true,1.902,1,99,210272,2124.0,ja,de,134.17,1990,landessprache,34,50,0.0,49080000000.0,gross,6184,
5493007S4JE930SIUE86,ING Holding Deutschland GmbH,DE,CON,2025-12-31,P3REMDISDOCS,20260618161100999,true,0.176,1,18,41344,2296.9,ja,de,246.67,2404,landessprache,34,50,0.0,49080000000.0,gross,1216,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-06-30,P3NONREMDISDOCS,20260324092516000,false,0.562,1,56,105131,1877.3,ja,en,144.69,2101,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-09-30,P3NONREMDISDOCS,20260324092834000,false,0.207,1,10,17064,1706.4,ja,en,169.43,1871,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-09-30,P3NONREMDISDOCS,20260324093712000,false,0.971,1,44,73911,1679.8,ja,en,156.7,2208,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-09-30,P3NONREMDISDOCS,20260324094513000,false,0.207,1,10,17064,1706.4,ja,en,169.43,1871,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-12-31,P3NONREMDISDOCS,20260324094711000,false,0.971,1,44,73911,1679.8,ja,en,156.7,2208,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-12-31,P3NONREMDISDOCS,20260601144711000,false,1.8,1,89,193573,2175.0,ja,en,133.23,2004,englisch,,,,,unbekannt,,
54930080G2M7EJ097A27,BluOr Bank AS,LV,CON,2025-12-31,P3REMDISDOCS,20260601144711000,false,0.343,1,11,27254,2477.6,ja,en,301.6,2931,englisch,,,,,unbekannt,,
5493008QOCP58OLEN998,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,BE,CON,2025-06-30,P3NONREMDISDOCS,20260217011610585,true,0.779,1,59,163618,2773.2,ja,en,141.36,2384,englisch,43,51,0.0455,10380000000.0,mittel,3805,
5493008QOCP58OLEN998,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,BE,CON,2025-09-30,P3NONREMDISDOCS,20260304011010583,true,0.255,1,8,19691,2461.4,ja,en,156.81,2047,englisch,7,48,0.0,10390000000.0,mittel,2813,
5493008QRHH0XCLJ4238,BRD-Groupe Société Générale SA,RO,CON,2025-06-30,P3NONREMDISDOCS,20251209222900000,true,0.903,2,54,225433,4174.7,ja,en,190.45,2137,englisch,23,56,0.0,8303000000.0,mittel,9801,
5493008QRHH0XCLJ4238,BRD-Groupe Société Générale SA,RO,CON,2025-09-30,P3NONREMDISDOCS,20260130113700000,true,0.278,1,9,27442,3049.1,ja,en,195.6,2546,englisch,5,50,0.3333,,unbekannt,5488,
5493008QRHH0XCLJ4238,BRD-Groupe Société Générale SA,RO,CON,2025-12-31,P3NONREMDISDOCS,20260526041834000,true,0.572,1,34,178253,5242.7,ja,en,216.93,1973,englisch,27,57,0.0,8756000000.0,mittel,6602,
5493008QRHH0XCLJ4238,BRD-Groupe Société Générale SA,RO,CON,2025-12-31,P3NONREMDISDOCS,20260529101048000,true,0.549,1,34,177946,5233.7,ja,en,217.15,1971,englisch,27,57,0.0,8756000000.0,mittel,6591,
5493009EIBTCB1X12G89,LGT Group Foundation,LI,CON,2025-06-30,P3NONREMDISDOCS,20260630110000000,true,0.437,1,4,6926,1731.5,ja,en,127.57,682,englisch,3,60,0.75,28080000000.0,gross,2309,
5493009EIBTCB1X12G89,LGT Group Foundation,LI,CON,2025-12-31,P3NONREMDISDOCS,20260630130000000,true,1.707,1,59,213103,3611.9,ja,en,233.4,1521,englisch,47,39,0.0,25220000000.0,mittel,4534,
5493009EIBTCB1X12G89,LGT Group Foundation,LI,CON,2025-12-31,P3REMDISDOCS,20260630130000000,true,0.588,1,9,20965,2329.4,ja,en,242.93,2721,englisch,47,39,0.0,25220000000.0,mittel,446,
5493009ML6YX83YHC820,Argenta Bank- en Verzekeringsgroep NV,BE,CON,2025-06-30,P3NONREMDISDOCS,20260217011610585,true,0.779,1,59,163618,2773.2,ja,en,141.36,2384,englisch,43,51,0.0,10380000000.0,mittel,3805,
5493009ML6YX83YHC820,Argenta Bank- en Verzekeringsgroep NV,BE,CON,2025-09-30,P3NONREMDISDOCS,20260304011010583,true,0.256,1,8,19691,2461.4,ja,en,156.81,2047,englisch,7,48,0.0,10390000000.0,mittel,2813,
