refPeriod,kopf_a,name_a,heimat_a,kopf_b,name_b,heimat_b,ueberlappung,ueberlappung_spezifisch,spezifisch_moeglich,spezifisch_ausgeschoepft,n_gemeinsam,top_gemeinsam,grenzueberschreitend
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,0.5651,0.0000,0.0000,0.0000,19,France|United Kingdom|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,0.4871,0.0000,0.0000,,15,France|United Kingdom|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,213800DBQIB6VBNU5C64,Alpha Bank S.A.,Greece,0.3316,0.0000,0.0000,,6,United Kingdom|Netherlands|France,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,213800LBQA1Y9L22JB70,Barclays Bank Ireland plc,Ireland,0.6024,0.0000,0.0000,0.0000,23,France|United States|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,254900RNFMDM0P11YR84,Atlantic Lux HoldCo S.à r.l.,Luxembourg,0.6136,0.0000,0.0000,0.0000,13,United States|United Kingdom|France,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo S.p.A.,Italy,0.3681,0.0000,0.0000,1.0000,29,United States|France|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,3H0Q3U74FVFED2SHZT16,MBH bankcsoport,Hungary,0.3725,0.0000,0.0000,0.0000,24,United States|France|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,5299003ONUYCE70HZ185,Banque Internationale à Luxembourg,Luxembourg,0.3800,0.0000,0.0000,0.0000,26,France|Netherlands|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,5299007S3UH5RKUYDA52,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,0.5230,0.0000,0.0000,0.0000,24,France|Netherlands|Luxembourg,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,529900HNOAA1KXQJUQ27,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,0.6422,0.0000,0.0000,1.0000,24,France|Netherlands|United Kingdom,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,529900JZTYE3W7WQH904,HASPA Finanzholding,Germany,0.6962,0.0000,0.0000,,24,France|United States|Netherlands,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.3832,0.0000,0.0000,1.0000,23,United Kingdom|France|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,549300DYPOFMXOR7XM56,Crelan,Belgium,0.4531,0.0000,0.0000,0.0000,26,France|Netherlands|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,549300GKFG0RYRRQ1414,DNB BANK ASA,Norway,0.4526,0.0000,0.0000,0.0000,23,United States|United Kingdom|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,549300IQZVZ949N37S44,Euroclear Holding,Belgium,0.4672,0.0000,0.0000,0.0000,17,United Kingdom|France|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,549300L7YCATGO57ZE10,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,0.6711,0.0000,0.0000,0.0000,27,France|United States|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,549300NYKK9MWM7GGW15,ING Groep N.V.,Netherlands,0.3059,0.0000,0.0000,1.0000,28,United States|Luxembourg|France,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,0.5298,0.0000,0.0000,0.0000,26,United States|United Kingdom|France,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,6SHGI4ZSSLCXXQSBB395,Citibank Europe plc,Ireland,0.4620,0.0000,0.0000,1.0000,28,France|Netherlands|United Kingdom,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.4565,0.0000,0.0000,,8,France|United Kingdom|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,724500JIWG886A9RRT57,RBS Holdings N.V.,Netherlands,0.4256,0.0000,0.0000,,10,France|United States|United Kingdom,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,7437003B5WFBOIEFY714,OP Osuuskunta,Finland,0.3006,0.0000,0.0000,,15,France|Netherlands|Norway,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",Spain,0.3480,0.0000,0.0000,1.0000,29,United Kingdom|France|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,0.4450,0.0000,0.0000,1.0000,29,United States|Luxembourg|United Kingdom,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,815600AD83B2B6317788,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,0.7255,0.0000,0.0000,0.0000,17,France|United States|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.6589,0.0000,0.0000,1.0000,26,France|United Kingdom|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,95980020140005881190,Banco de Crédito Social Cooperativo,Spain,0.5106,0.0000,0.0000,,23,United Kingdom|France|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,9695000CG7B84NLR5984,Caisse fédérale de crédit mutuel,France,0.3772,0.0000,0.0000,,24,United Kingdom|Luxembourg|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,9695005MSX1OYEMGDF46,Natixis,France,0.3698,0.0000,0.0000,1.0000,28,United States|Luxembourg|United Kingdom,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.4380,0.0000,0.0000,0.0000,16,United Kingdom|France|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.7109,0.0000,0.0000,1.0000,27,France|United Kingdom|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.6237,0.0000,0.0000,,25,France|United Kingdom|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,Germany,0.6924,0.0000,0.0000,1.0000,29,United States|France|United Kingdom,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.6375,0.0000,0.0000,0.0000,13,France|United States|United Kingdom,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,FR9695005MSX1OYEMGDF,Groupe BPCE,France,0.3680,0.0000,0.0000,1.0000,28,United States|Luxembourg|United Kingdom,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,J48C8PCSJVUBR8KCW529,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,0.6089,0.0000,0.0000,1.0000,25,France|United Kingdom|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.6035,0.0000,0.0000,1.0000,29,United Kingdom|France|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,M6AD1Y1KW32H8THQ6F76,Piraeus Financial Holdings,Greece,0.4618,0.0000,0.0000,,22,United Kingdom|France|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,MLU0ZO3ML4LN2LL2TL39,HSBC Continental Europe,France,0.3680,0.0000,0.0000,1.0000,27,Netherlands|Luxembourg|United States,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.5540,0.0000,0.0000,1.0000,29,France|Netherlands|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken - gruppen,Sweden,0.3483,0.0000,0.0000,0.0000,27,United Kingdom|Netherlands|Norway,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,NNVPP80YIZGEY2314M97,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,0.4367,0.0000,0.0000,,20,France|Netherlands|Luxembourg,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,O2RNE8IBXP4R0TD8PU41,Société générale S.A.,France,0.3926,0.0000,0.0000,,20,United Kingdom|Luxembourg|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,P4GTT6GF1W40CVIMFR43,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,0.3435,0.0000,0.0000,0.0000,20,Netherlands|Luxembourg|France,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,QLPCKOOKVX32FUELX240,Bank Polska Kasa Opieki S.A.,Poland,0.3451,0.0000,0.0000,1.0000,29,United Kingdom|Luxembourg|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,R0MUWSFPU8MPRO8K5P83,BNP Paribas,France,0.3044,0.0000,0.0000,1.0000,27,United Kingdom|Luxembourg|Netherlands,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,R7CQUF1DQM73HUTV1078,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,0.4484,0.0000,0.0000,0.0000,22,France|Netherlands|Norway,ja
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,TUKDD90GPC79G1KOE162,Hamburg Commercial Bank AG,Germany,0.5717,0.0000,0.0000,0.0000,17,United States|United Kingdom|Netherlands,nein
2025-06-30,0W2PZJM8XOY22M4GG883,DekaBank Deutsche Girozentrale,Germany,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.6767,0.0000,0.0000,1.0000,29,France|United Kingdom|Netherlands,nein
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,0.5403,0.0000,0.0000,,18,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,213800LBQA1Y9L22JB70,Barclays Bank Ireland plc,Ireland,0.5896,0.0018,0.0065,0.2681,29,France|United States|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,254900RNFMDM0P11YR84,Atlantic Lux HoldCo S.à r.l.,Luxembourg,0.5843,0.0000,0.0121,0.0000,19,United Kingdom|France|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo S.p.A.,Italy,0.4195,0.0100,0.0224,0.4450,40,United States|France|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,3H0Q3U74FVFED2SHZT16,MBH bankcsoport,Hungary,0.3453,0.0020,0.0224,0.0888,36,France|United States|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,5299003ONUYCE70HZ185,Banque Internationale à Luxembourg,Luxembourg,0.4203,0.0007,0.0224,0.0296,39,France|Germany|Belgium,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,5299007S3UH5RKUYDA52,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,0.5617,0.0001,0.0018,0.0653,34,France|United States|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,529900HNOAA1KXQJUQ27,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,0.4771,0.0002,0.0023,0.0840,28,France|United Kingdom|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,529900JZTYE3W7WQH904,HASPA Finanzholding,Germany,0.4308,0.0000,0.0000,,16,France|United States|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.3591,0.0000,0.0017,0.0000,16,United Kingdom|France|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,549300DYPOFMXOR7XM56,Crelan,Belgium,0.3940,0.0034,0.0223,0.1507,38,France|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,549300GKFG0RYRRQ1414,DNB BANK ASA,Norway,0.4334,0.0000,0.0000,1.0000,19,United States|United Kingdom|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,549300IQZVZ949N37S44,Euroclear Holding,Belgium,0.4140,0.0001,0.0224,0.0038,24,France|United Kingdom|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,549300L7YCATGO57ZE10,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,0.5061,0.0046,0.0106,0.4371,40,France|United States|United Kingdom,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,549300NYKK9MWM7GGW15,ING Groep N.V.,Netherlands,0.4260,0.0071,0.0224,0.3169,42,United States|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,0.4032,0.0001,0.0224,0.0025,36,United Kingdom|United States|France,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,6SHGI4ZSSLCXXQSBB395,Citibank Europe plc,Ireland,0.5427,0.0034,0.0224,0.1538,42,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.5245,0.0000,0.0000,,12,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,724500JIWG886A9RRT57,RBS Holdings N.V.,Netherlands,0.4291,0.0000,0.0000,,12,France|Germany|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,7437003B5WFBOIEFY714,OP Osuuskunta,Finland,0.3678,0.0000,0.0000,,14,France|Germany|Norway,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",Spain,0.4622,0.0114,0.0224,0.5082,42,Germany|United Kingdom|France,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,0.3608,0.0075,0.0224,0.3351,34,United States|Luxembourg|United Kingdom,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,815600AD83B2B6317788,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,0.5020,0.0013,0.0045,0.2930,18,France|United Kingdom|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.5294,0.0000,0.0000,0.0000,17,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,95980020140005881190,Banco de Crédito Social Cooperativo,Spain,0.5078,0.0000,0.0000,,15,United Kingdom|France|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,9695000CG7B84NLR5984,Caisse fédérale de crédit mutuel,France,0.3795,0.0000,0.0000,,16,United Kingdom|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,9695005MSX1OYEMGDF46,Natixis,France,0.3393,0.0064,0.0224,0.2873,42,United States|Luxembourg|United Kingdom,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,969500F7JLTX36OUI695,RCI Banque,France,0.3265,0.0004,0.0224,0.0197,18,United Kingdom|Germany|Poland,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.5572,0.0000,0.0168,0.0000,17,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.5539,0.0000,0.0091,0.0000,26,France|United Kingdom|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.5544,0.0000,0.0000,,17,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,Germany,0.6251,0.0050,0.0195,0.2559,42,France|United Kingdom|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.4746,0.0003,0.0058,0.0510,16,France|United Kingdom|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,Sweden,0.5128,0.0059,0.0224,0.2643,43,Finland|Germany|Denmark,nein
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,FR9695005MSX1OYEMGDF,Groupe BPCE,France,0.3954,0.0064,0.0224,0.2851,42,United States|Luxembourg|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,J48C8PCSJVUBR8KCW529,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,0.5212,0.0000,0.0039,0.0000,16,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.5822,0.0068,0.0224,0.3042,29,France|United Kingdom|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,M6AD1Y1KW32H8THQ6F76,Piraeus Financial Holdings,Greece,0.3930,0.0000,0.0000,,15,France|United Kingdom|Germany,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,MAES062Z21O4RZ2U7M96,Danske Bank A/S,Denmark,0.3132,0.0000,0.0000,,13,United Kingdom|Finland|Norway,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,MLU0ZO3ML4LN2LL2TL39,HSBC Continental Europe,France,0.4467,0.0041,0.0224,0.1810,39,Germany|Luxembourg|United States,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.5465,0.0069,0.0224,0.3098,42,France|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,NNVPP80YIZGEY2314M97,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,0.3471,0.0000,0.0000,,14,France|Germany|Netherlands,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,O2RNE8IBXP4R0TD8PU41,Société générale S.A.,France,0.3971,0.0000,0.0000,,14,United Kingdom|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,P4GTT6GF1W40CVIMFR43,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,0.3886,0.0000,0.0224,0.0016,23,Germany|Luxembourg|France,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,QLPCKOOKVX32FUELX240,Bank Polska Kasa Opieki S.A.,Poland,0.4156,0.0014,0.0224,0.0641,40,United Kingdom|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,R0MUWSFPU8MPRO8K5P83,BNP Paribas,France,0.4241,0.0000,0.0011,0.0084,33,United Kingdom|Germany|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,R7CQUF1DQM73HUTV1078,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,0.3902,0.0000,0.0051,0.0000,14,France|Germany|Norway,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,TUKDD90GPC79G1KOE162,Hamburg Commercial Bank AG,Germany,0.5089,0.0041,0.0224,0.1841,21,United Kingdom|United States|Luxembourg,ja
2025-06-30,1FOLRR5RWTWWI397R131,Aktiebolaget Svensk Exportkredit,Sweden,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.4503,0.0003,0.0019,0.1422,42,France|United Kingdom|Luxembourg,ja
2025-06-30,2138009Y59EAR7H1UO97,"Akciju sabiedrība ""Citadele banka""",Latvia,M312WZV08Y7LYUC71685,Swedbank - Grupp,Sweden,0.6011,0.0000,0.0000,,13,Lithuania|Estonia|United States,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,213800LBQA1Y9L22JB70,Barclays Bank Ireland plc,Ireland,0.6185,0.0000,0.0000,,21,France|Germany|Netherlands,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,254900RNFMDM0P11YR84,Atlantic Lux HoldCo S.à r.l.,Luxembourg,0.5000,0.0000,0.0000,,18,Germany|France|United Kingdom,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo S.p.A.,Italy,0.3454,0.0000,0.0000,,22,France|Luxembourg|United Kingdom,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,3H0Q3U74FVFED2SHZT16,MBH bankcsoport,Hungary,0.3276,0.0000,0.0000,,22,France|Germany|Austria,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,5299003ONUYCE70HZ185,Banque Internationale à Luxembourg,Luxembourg,0.5607,0.0000,0.0000,,22,France|Belgium|Germany,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,5299007S3UH5RKUYDA52,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,0.4918,0.0000,0.0000,,21,France|Netherlands|Luxembourg,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,529900HNOAA1KXQJUQ27,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,0.5624,0.0000,0.0000,,21,France|United Kingdom|Netherlands,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,529900JZTYE3W7WQH904,HASPA Finanzholding,Germany,0.4186,0.0000,0.0000,,13,France|Netherlands|Luxembourg,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.4381,0.0000,0.0000,,15,Germany|France|United Kingdom,nein
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,0.3573,0.0000,0.0000,,22,Germany|France|Luxembourg,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,549300DYPOFMXOR7XM56,Crelan,Belgium,0.5961,0.0000,0.0000,,22,France|Germany|Netherlands,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,549300EHNXQVOI120S55,Coop Pank AS,Estonia,0.3350,0.0000,0.0000,,15,France|Finland|Belgium,ja
2025-06-30,213800A1O379I6DMCU10,APS BANK P.L.C.,Malta,549300GKFG0RYRRQ1414,DNB BANK ASA,Norway,0.3235,0.0000,0.0000,,16,United Kingdom|Luxembourg|Germany,ja
