entityID,lei,scope,refPeriod,bank_name,country,institution_type,deklaration,n_deklariert,n_offengelegt,n_ausgelassen,quote_roh,n_erwartbar,n_gegen_erwartung,quote_gegen_erwartung,n_art432_2,n_uneinheitlich,n_untypisch,n_false_mit_daten,n_true_ohne_daten,n_signatur_geteilt,templates_gegen_erwartung
rs:635400JLGKETPVVGPW53.CON,635400JLGKETPVVGPW53,CON,2025-12-31,De Lage Landen International B.V.,Netherlands,Large subsidiaries,stimmig,76,24,52,0.6842,21,4,0.1905,1,37,18,0,0,0,21.02|30.03|73.00|74.00
rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,stimmig,94,36,58,0.617,22,0,0.0,0,38,34,0,0,0,
rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-09-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,stimmig,55,3,52,0.9455,3,0,0.0,0,6,46,0,0,0,
rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,stimmig,99,59,40,0.404,44,1,0.0227,0,49,6,0,0,1,10.00
rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2026-03-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,stimmig,54,3,51,0.9444,3,0,0.0,0,6,45,0,0,0,
rs:635400LCCIYHUL6ELA34.CON,635400LCCIYHUL6ELA34,CON,2025-12-31,USB European (Holdings) Limited,Ireland,Other highest EEA,stimmig,76,10,66,0.8684,8,1,0.125,0,38,30,0,0,14,80.00
rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-06-30,Citigroup Global Markets Europe AG,Germany,Large highest EEA,stimmig,63,3,60,0.9524,12,11,0.9167,1,29,22,0,0,4,02.00|24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00|90.01
rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-09-30,Citigroup Global Markets Europe AG,Germany,Large highest EEA,stimmig,8,1,7,0.875,0,0,,0,0,0,0,0,0,
rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-12-31,Citigroup Global Markets Europe AG,Germany,Large highest EEA,stimmig,86,48,38,0.4419,40,4,0.1,0,43,3,0,0,0,22.01|80.00|90.01|91.00
rs:724500973ODKK3IFQ447.CON,724500973ODKK3IFQ447,CON,2025-12-31,Adyen N.V.,Netherlands,Other highest EEA,stimmig,78,39,39,0.5,9,1,0.1111,0,39,30,0,0,14,80.00
rs:724500A1FNICHSDF2I11.CON,724500A1FNICHSDF2I11,CON,2025-06-30,ASN Bank N.V.,Netherlands,Large highest EEA,stimmig,94,39,55,0.5851,22,1,0.0455,0,38,34,0,0,0,45.00
rs:724500A1FNICHSDF2I11.CON,724500A1FNICHSDF2I11,CON,2025-12-31,ASN Bank N.V.,Netherlands,Large highest EEA,stimmig,114,56,58,0.5088,44,2,0.0455,1,49,6,0,0,0,30.03|45.00
rs:724500AG21Z9GIJE4735.CON,724500AG21Z9GIJE4735,CON,2025-12-31,WP XII Financial Holdings Coöperatief U.A.,Netherlands,Other highest EEA,stimmig,71,12,59,0.831,7,0,0.0,0,34,30,0,5,0,
rs:724500AH42V5X8BCPE49.CON,724500AH42V5X8BCPE49,CON,2025-06-30,Achmea Bank N.V.,Netherlands,Other highest EEA,stimmig,88,1,87,0.9886,1,0,0.0,0,0,54,0,0,0,
rs:724500BICUQ0LF1AH770.CON,724500BICUQ0LF1AH770,CON,2025-12-31,Nationale-Nederlanden Bank N.V.,Netherlands,Other highest EEA,stimmig,84,14,70,0.8333,10,0,0.0,0,44,30,0,0,0,
rs:724500D8WOYCL1BUCB80.CON,724500D8WOYCL1BUCB80,CON,2025-12-31,Van Lanschot Kempen N.V.,Netherlands,Other highest EEA,stimmig,91,53,38,0.4176,9,0,0.0,0,39,30,0,0,0,
rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-06-30,RBS Holdings N.V.,Netherlands,Large highest EEA,stimmig,84,32,52,0.619,20,4,0.2,0,35,29,0,2,0,02.00|25.00|42.00|43.00
rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-09-30,RBS Holdings N.V.,Netherlands,Large highest EEA,stimmig,55,9,46,0.8364,3,0,0.0,0,6,46,0,0,0,
rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-12-31,RBS Holdings N.V.,Netherlands,Large highest EEA,stimmig,89,45,44,0.4944,41,15,0.3659,0,44,4,0,12,0,02.00|03.00|05.00|08.00|10.00|19.02|19.03|20.01|20.02|20.03|23.00|25.00|64.01|64.03|80.00
rs:724500M4G9AVEMHMV291.CON,724500M4G9AVEMHMV291,CON,2025-12-31,bunq Holding B.V.,Netherlands,Other highest EEA,stimmig,76,12,64,0.8421,8,0,0.0,0,38,30,0,0,0,
rs:724500PMK2A2M1SQQ228.CON,724500PMK2A2M1SQQ228,CON,2025-12-31,Triodos Bank N.V.,Netherlands,Other highest EEA,stimmig,86,44,42,0.4884,11,0,0.0,0,45,30,0,0,0,
rs:724500SF1CI8OD5AHI07.CON,724500SF1CI8OD5AHI07,CON,2025-12-31,HCBG Holding B.V.,Netherlands,Other highest EEA,stimmig,76,34,42,0.5526,8,0,0.0,0,38,30,0,2,0,
rs:724500ZNT2I60RYZQI38.IND,724500ZNT2I60RYZQI38,IND,2025-12-31,Anadolubank Nederland N.V.,Netherlands,Other highest EEA,stimmig,99,33,66,0.6667,11,5,0.4545,2,45,30,0,0,0,30.01|66.02|80.00|90.01|91.00
rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-06-30,OP Osuuskunta,Finland,Large highest EEA,stimmig,94,55,39,0.4149,22,0,0.0,0,38,34,0,3,0,
rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-09-30,OP Osuuskunta,Finland,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-12-31,OP Osuuskunta,Finland,Large highest EEA,stimmig,99,71,28,0.2828,44,2,0.0455,0,49,6,0,9,1,64.01|64.03
rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2026-03-31,OP Osuuskunta,Finland,Large highest EEA,stimmig,54,5,49,0.9074,3,0,0.0,0,6,45,0,0,0,
rs:7437005892K69S3MW344.CON,7437005892K69S3MW344,CON,2025-06-30,Säästöpankkiliitto osk,Finland,Other highest EEA,stimmig,63,4,59,0.9365,1,0,0.0,0,0,54,0,0,0,
rs:7437005892K69S3MW344.CON,7437005892K69S3MW344,CON,2025-12-31,Säästöpankkiliitto osk,Finland,Other highest EEA,stimmig,81,43,38,0.4691,10,0,0.0,0,41,30,0,0,0,
rs:7437006WYM821IJ3MN73.CON,7437006WYM821IJ3MN73,CON,2025-12-31,Ålandsbanken Abp,Finland,Other highest EEA,stimmig,78,39,39,0.5,9,0,0.0,0,39,30,0,0,0,
rs:743700FTBNXAUN57RH30.CON,743700FTBNXAUN57RH30,CON,2025-06-30,S-Pankki Oyj,Finland,Other highest EEA,stimmig,63,2,61,0.9683,1,0,0.0,0,0,54,0,0,0,
rs:743700FTBNXAUN57RH30.CON,743700FTBNXAUN57RH30,CON,2025-12-31,S-Pankki Oyj,Finland,Other highest EEA,stimmig,86,45,41,0.4767,11,0,0.0,0,45,30,0,1,0,
rs:743700GC62JLHFBUND16.CON,743700GC62JLHFBUND16,CON,2025-12-31,Aktia Bank Abp,Finland,Other highest EEA,stimmig,86,55,31,0.3605,11,0,0.0,0,45,30,0,0,0,
rs:743700PW2HDTPU3YRJ31.CON,743700PW2HDTPU3YRJ31,CON,2025-12-31,POP Pankkikeskus osk,Finland,Other highest EEA,stimmig,86,46,40,0.4651,11,0,0.0,0,45,30,0,0,0,
rs:747DLM6L5TO7LXZY5T60.IND,747DLM6L5TO7LXZY5T60,IND,2025-10-31,Scotiabank (Ireland) Designated Activity Company,Ireland,Other highest EEA,stimmig,78,46,32,0.4103,0,0,,0,0,0,0,0,0,
rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-06-30,"CaixaBank, S.A.",Spain,Large highest EEA,stimmig,86,48,38,0.4419,21,1,0.0476,0,36,29,0,0,2,71.00
rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-09-30,"CaixaBank, S.A.",Spain,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-12-31,"CaixaBank, S.A.",Spain,Large highest EEA,stimmig,114,90,24,0.2105,44,0,0.0,0,49,6,0,1,0,
rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2026-03-31,"CaixaBank, S.A.",Spain,Large highest EEA,stimmig,54,10,44,0.8148,3,0,0.0,0,6,45,0,1,0,
rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-06-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,stimmig,94,57,37,0.3936,22,0,0.0,0,38,34,0,0,0,
rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,stimmig,63,10,53,0.8413,3,0,0.0,0,6,46,0,0,0,
rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-12-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,stimmig,114,91,23,0.2018,44,0,0.0,0,49,6,0,0,0,
rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2026-03-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,stimmig,62,11,51,0.8226,3,0,0.0,0,6,45,0,0,0,
rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-06-30,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,stimmig,94,38,56,0.5957,22,0,0.0,0,38,34,0,4,0,
rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-09-30,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,stimmig,55,4,51,0.9273,3,0,0.0,0,6,46,0,0,0,
rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-12-31,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,stimmig,94,49,45,0.4787,40,1,0.025,0,48,6,0,3,3,43.00
rs:7V6Z97IO7R1SEAO84Q32.CON,7V6Z97IO7R1SEAO84Q32,CON,2025-12-31,SpareBank 1 SMN,Norway,Other highest EEA,stimmig,73,73,0,0.0,8,0,0.0,0,35,30,0,32,0,
rs:81560017C4A61A529235.IND,81560017C4A61A529235,IND,2025-12-31,CASSA DI RISPARMIO DI FERMO S.P.A. (IN FORMA ABBREVIATA CARIFERMO S.P.A.),Italy,Other highest EEA,stimmig,76,74,2,0.0263,8,0,0.0,0,38,30,0,61,0,
rs:81560027D07F9BDB8436.CON,81560027D07F9BDB8436,CON,2025-12-31,CASSA DI RISPARMIO DI ASTI S.P.A. (IN FORMA ABBREVIATA BANCA C.R. ASTI S.P.A.),Italy,Other highest EEA,stimmig,76,15,61,0.8026,8,0,0.0,0,38,30,0,3,0,
rs:81560035485BD7DB3590.IND,81560035485BD7DB3590,IND,2025-12-31,BANCO DI CREDITO P.AZZOAGLIO - S.P.A.,Italy,Other highest EEA,stimmig,71,69,2,0.0282,7,0,0.0,0,34,30,0,63,0,
rs:8156003A4FB445454553.CON,8156003A4FB445454553,CON,2025-12-31,CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE AG,Italy,Other highest EEA,stimmig,76,13,63,0.8289,8,0,0.0,0,38,30,0,0,0,
rs:8156003D79D064FB5360.IND,8156003D79D064FB5360,IND,2025-12-31,CASSA LOMBARDA - S.P.A.,Italy,,stimmig,76,33,43,0.5658,0,0,,0,0,0,0,0,0,
rs:8156004BBB6E6B9B6F10.IND,8156004BBB6E6B9B6F10,IND,2025-12-31,BANCA POPOLARE DI PUGLIA E BASILICATA - SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,stimmig,76,12,64,0.8421,8,0,0.0,0,38,30,0,1,0,
rs:81560051AAE0E0F10021.IND,81560051AAE0E0F10021,IND,2025-12-31,CHERRY BANK S.P.A. (CON ACRONIMO CHERRY BANK O CHERRY),Italy,Other highest EEA,stimmig,5,4,1,0.2,1,0,0.0,0,4,0,0,0,0,
rs:8156005420362AE59184.CON,8156005420362AE59184,CON,2025-06-30,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,Other highest EEA,stimmig,55,2,53,0.9636,1,0,0.0,0,0,54,0,0,0,
rs:8156005420362AE59184.CON,8156005420362AE59184,CON,2025-12-31,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,Other highest EEA,stimmig,78,50,28,0.359,9,0,0.0,0,39,30,0,0,0,
rs:8156005C22D0BF134C40.IND,8156005C22D0BF134C40,IND,2025-12-31,BANCA POPOLARE PUGLIESE - SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,stimmig,76,74,2,0.0263,8,0,0.0,0,38,30,0,62,0,
rs:81560062CEAE87A85C80.CON,81560062CEAE87A85C80,CON,2025-12-31,AREPO BP S.P.A.,Italy,Other highest EEA,stimmig,78,74,4,0.0513,9,0,0.0,0,39,30,0,32,0,
rs:81560064085A02B2B297.CON,81560064085A02B2B297,CON,2025-12-31,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,Other highest EEA,stimmig,73,34,39,0.5342,8,0,0.0,0,35,30,0,0,0,
rs:815600722FAEE18D6013.CON,815600722FAEE18D6013,CON,2025-12-31,BANCA DEL FUCINO S.P.A.,Italy,Other highest EEA,stimmig,76,17,59,0.7763,8,0,0.0,0,38,30,0,4,0,
rs:8156007C053DC07AC307.IND,8156007C053DC07AC307,IND,2025-12-31,CREDITO LOMBARDO VENETO S.P.A.,Italy,Other highest EEA,stimmig,76,13,63,0.8289,8,1,0.125,1,38,30,0,4,18,66.02
rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-06-30,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,Large subsidiaries,stimmig,79,25,54,0.6835,6,1,0.1667,0,37,36,0,0,12,83.01
rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-09-30,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,Large subsidiaries,stimmig,55,6,49,0.8909,3,0,0.0,0,7,45,0,0,0,
rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-12-31,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,Large subsidiaries,stimmig,84,37,47,0.5595,21,1,0.0476,0,43,20,0,0,12,83.01
rs:815600848DEFE160E913.CON,815600848DEFE160E913,CON,2025-12-31,IBL ISTITUTO BANCARIO DEL LAVORO S.P.A. (IN FORMA ABBREVIATA IBL BANCA),Italy,Other highest EEA,stimmig,84,24,60,0.7143,10,0,0.0,0,44,30,0,11,0,
rs:8156008B43CE788F4932.CON,8156008B43CE788F4932,CON,2025-12-31,BANCA AGRICOLA POPOLARE DI SICILIA SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,stimmig,76,17,59,0.7763,8,0,0.0,0,38,30,0,6,0,
rs:8156008FC57F3F707049.CON,8156008FC57F3F707049,CON,2025-12-31,ENTE CAMBIANO SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,stimmig,76,12,64,0.8421,8,0,0.0,0,38,30,0,1,0,
rs:815600903231FA2E7698.CON,815600903231FA2E7698,CON,2025-06-30,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:815600903231FA2E7698.CON,815600903231FA2E7698,CON,2025-12-31,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,Other highest EEA,stimmig,78,44,34,0.4359,9,0,0.0,0,39,30,0,0,0,
rs:815600914B5015427B51.IND,815600914B5015427B51,IND,2025-12-31,ZURICH ITALY BANK S.P.A.,Italy,Other highest EEA,stimmig,76,76,0,0.0,8,0,0.0,0,38,30,0,52,0,
rs:8156009F9B6BB7745A32.CON,8156009F9B6BB7745A32,CON,2025-12-31,PRIVATA HOLDING S.R.L.,Italy,Other highest EEA,stimmig,71,69,2,0.0282,7,0,0.0,0,34,30,0,62,0,
rs:815600A029117B20DD63.CON,815600A029117B20DD63,CON,2025-06-30,ILLIMITY BANK S.P.A.,Italy,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:815600A32DA05F693F24.CON,815600A32DA05F693F24,CON,2025-12-31,LA CASSA DI RAVENNA S.P.A.,Italy,Other highest EEA,stimmig,71,7,64,0.9014,7,0,0.0,0,34,30,0,0,0,
rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-06-30,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,94,44,50,0.5319,22,0,0.0,0,38,34,0,1,0,
rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-09-30,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,55,6,49,0.8909,3,0,0.0,0,6,46,0,0,0,
rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-12-31,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,99,67,32,0.3232,44,0,0.0,0,49,6,0,0,0,
rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2026-03-31,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,54,6,48,0.8889,3,0,0.0,0,6,45,0,0,0,
rs:815600B43BECA3919584.IND,815600B43BECA3919584,IND,2025-12-31,BANCA PROMOS S.P.A.,Italy,Other highest EEA,stimmig,76,18,58,0.7632,8,0,0.0,0,38,30,0,5,0,
rs:815600B5C61A10BBB451.CON,815600B5C61A10BBB451,CON,2025-12-31,BANCA SISTEMA S.P.A.,Italy,Other highest EEA,stimmig,78,72,6,0.0769,9,0,0.0,0,39,30,0,32,0,
rs:815600B6B356EC776E54.IND,815600B6B356EC776E54,IND,2025-12-31,CASSA DI RISPARMIO DI VOLTERRA S.P.A.,Italy,Other highest EEA,stimmig,76,9,67,0.8816,8,0,0.0,0,38,30,0,0,0,
rs:815600BEE9123CD92E12.CON,815600BEE9123CD92E12,CON,2025-12-31,BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI (IN BREVE LA VALSABBINA),Italy,Other highest EEA,stimmig,76,11,65,0.8553,8,0,0.0,0,38,30,0,3,0,
rs:815600DDCE9083CAC598.IND,815600DDCE9083CAC598,IND,2025-06-30,MEDIOBANCA PREMIER S.P.A.,Italy,Large subsidiaries,stimmig,99,45,54,0.5455,10,0,0.0,0,48,36,0,3,0,
rs:815600DDCE9083CAC598.IND,815600DDCE9083CAC598,IND,2025-12-31,MEDIOBANCA PREMIER S.P.A.,Italy,Large subsidiaries,stimmig,99,42,57,0.5758,24,4,0.1667,0,48,27,0,1,0,67.01|67.02|73.00|74.00
rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-06-30,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,94,53,41,0.4362,22,0,0.0,0,38,34,0,4,0,
rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-09-30,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,1,0,
rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-12-31,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,99,75,24,0.2424,44,0,0.0,0,49,6,0,3,0,
rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2026-03-31,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,1,0,
rs:815600F24AE25C9D1B94.CON,815600F24AE25C9D1B94,CON,2025-12-31,MAURIZIO SELLA - SOCIETA' IN ACCOMANDITA PER AZIONI,Italy,Other highest EEA,stimmig,86,35,51,0.593,11,2,0.1818,0,45,30,0,0,7,90.01|91.00
rs:815600FDD3EB3EA03194.CON,815600FDD3EB3EA03194,CON,2025-12-31,BANCA POPOLARE DEL LAZIO SOCIETA' COOPERATIVA,Italy,Other highest EEA,stimmig,78,18,60,0.7692,9,1,0.1111,0,39,30,0,8,4,68.00
rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-06-30,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,stimmig,94,54,40,0.4255,22,0,0.0,0,38,34,0,0,0,
rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-09-30,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,stimmig,55,9,46,0.8364,3,0,0.0,0,6,46,0,0,0,
rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-12-31,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,stimmig,114,92,22,0.193,44,0,0.0,0,49,6,0,0,0,
rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2026-03-31,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,stimmig,54,9,45,0.8333,3,0,0.0,0,6,45,0,0,0,
rs:894500N55FUZ70ZQ1784.CON,894500N55FUZ70ZQ1784,CON,2025-12-31,Green Opera Finance Invest AB,Sweden,Other highest EEA,stimmig,78,43,35,0.4487,9,0,0.0,0,39,30,0,0,0,
rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-06-30,Goldman Sachs Bank Europe SE,Germany,Large highest EEA,stimmig,63,5,58,0.9206,12,10,0.8333,1,29,22,0,0,0,24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00|90.01
rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-09-30,Goldman Sachs Bank Europe SE,Germany,Large highest EEA,stimmig,8,1,7,0.875,0,0,,0,0,0,0,0,0,
rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-12-31,Goldman Sachs Bank Europe SE,Germany,Large highest EEA,stimmig,86,58,28,0.3256,40,2,0.05,0,43,3,0,0,7,90.01|91.00
rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2026-03-31,Goldman Sachs Bank Europe SE,Germany,Large highest EEA,stimmig,62,9,53,0.8548,3,0,0.0,0,6,45,0,0,0,
rs:95980020140005012943.CON,95980020140005012943,CON,2025-12-31,"Caja Rural de Aragón, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,76,10,66,0.8684,8,0,0.0,0,38,30,0,0,0,
rs:95980020140005219553.IND,95980020140005219553,IND,2025-12-31,"Caja Rural de Asturias, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,76,10,66,0.8684,8,1,0.125,1,38,30,0,0,18,66.02
rs:95980020140005220135.IND,95980020140005220135,IND,2025-06-30,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:95980020140005220135.IND,95980020140005220135,IND,2025-12-31,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,78,36,42,0.5385,9,1,0.1111,1,39,30,0,0,18,66.02
rs:95980020140005375335.CON,95980020140005375335,CON,2025-12-31,"Caja Rural del Sur, S. Coop. de Crédito",Spain,Other highest EEA,stimmig,76,9,67,0.8816,8,1,0.125,1,38,30,0,0,18,66.02
rs:95980020140005439549.IND,95980020140005439549,IND,2025-06-30,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,Other highest EEA,stimmig,8,1,7,0.875,0,0,,0,0,0,0,0,0,
rs:95980020140005439549.IND,95980020140005439549,IND,2025-12-31,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,Other highest EEA,stimmig,86,46,40,0.4651,11,1,0.0909,0,45,30,0,4,2,21.01
rs:95980020140005484654.CON,95980020140005484654,CON,2025-06-30,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:95980020140005484654.CON,95980020140005484654,CON,2025-12-31,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,78,49,29,0.3718,9,1,0.1111,1,39,30,0,2,18,66.02
rs:95980020140005552166.CON,95980020140005552166,CON,2025-06-30,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:95980020140005552166.CON,95980020140005552166,CON,2025-12-31,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,stimmig,78,67,11,0.141,9,0,0.0,0,39,30,0,27,0,
rs:95980020140005658381.IND,95980020140005658381,IND,2025-06-30,"Aresbank, S.A.",Spain,Other highest EEA,stimmig,73,35,38,0.5205,1,0,0.0,0,0,54,0,1,0,
rs:95980020140005658381.IND,95980020140005658381,IND,2025-12-31,"Aresbank, S.A.",Spain,Other highest EEA,stimmig,18,7,11,0.6111,4,1,0.25,0,10,4,0,0,14,80.00
rs:95980020140005881190.CON,95980020140005881190,CON,2025-06-30,Banco de Crédito Social Cooperativo,Spain,Large highest EEA,stimmig,94,43,51,0.5426,22,0,0.0,0,38,34,0,0,0,
rs:95980020140005881190.CON,95980020140005881190,CON,2025-09-30,Banco de Crédito Social Cooperativo,Spain,Large highest EEA,stimmig,55,4,51,0.9273,3,0,0.0,0,6,46,0,0,0,
rs:95980020140005881190.CON,95980020140005881190,CON,2025-12-31,Banco de Crédito Social Cooperativo,Spain,Large highest EEA,stimmig,99,56,43,0.4343,44,2,0.0455,1,49,6,0,0,1,10.00|30.02
rs:95980020140005881190.CON,95980020140005881190,CON,2026-03-31,Banco de Crédito Social Cooperativo,Spain,Large highest EEA,stimmig,54,4,50,0.9259,3,0,0.0,0,6,45,0,0,0,
rs:9598002AYDQER7DXLR16.CON,9598002AYDQER7DXLR16,CON,2025-06-30,GRUCAJRURAL INVERSIONES SL,Spain,Other highest EEA,stimmig,63,2,61,0.9683,1,0,0.0,0,0,54,0,0,0,
rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-06-30,"Banca March, S.A.",Spain,Other highest EEA,stimmig,26,13,13,0.5,0,0,,0,0,0,0,3,0,
