ebene,entityID,lei,scope,refPeriod,template_id,bank_name,country,trea_eur,versatz_log10,zeitreihe_faktor,decimals_deklariert,anteil_erreicht_genauigkeit,n_zellen,signale,urteil,faktor_geschaetzt
report,rs:549300BZZFFS0SOWR325.IND,549300BZZFFS0SOWR325,IND,2025-12-31,,Ford Bank GmbH,Germany,5181000000.0,-0.455,,-6.0,0.8878,188,,unauffaellig,
report,rs:549300C6TUMDXNOVXS82.CON,549300C6TUMDXNOVXS82,CON,2025-06-30,,Länsförsäkringar Bank AB - gruppen,Sweden,12520000000.0,-0.716,1,-6.0,0.7862,2116,,unauffaellig,
report,rs:549300C6TUMDXNOVXS82.CON,549300C6TUMDXNOVXS82,CON,2025-09-30,,Länsförsäkringar Bank AB - gruppen,Sweden,12630000000.0,-0.394,1,-6.0,0.9883,340,,unauffaellig,
report,rs:549300C6TUMDXNOVXS82.CON,549300C6TUMDXNOVXS82,CON,2025-12-31,,Länsförsäkringar Bank AB - gruppen,Sweden,12990000000.0,-0.277,1,-6.0,0.7993,2512,,unauffaellig,
report,rs:549300C6TUMDXNOVXS82.CON,549300C6TUMDXNOVXS82,CON,2026-03-31,,Länsförsäkringar Bank AB - gruppen,Sweden,13010000000.0,-0.46,1,-6.0,0.9942,341,,unauffaellig,
report,rs:549300CQ9NLEHMRCU505.IND,549300CQ9NLEHMRCU505,IND,2025-12-31,,"Cecabank, S.A.",Spain,2432000000.0,-0.085,,-6.0,0.7927,478,,unauffaellig,
report,rs:549300D7SF4JSQDV7040.IND,549300D7SF4JSQDV7040,IND,2025-12-31,,Mirabaud & Cie (Europe) S.A.,Luxembourg,,-2.153,,-3.0,0.8682,129,versatz,unauffaellig,10^3
report,rs:549300DVPJYGNF2P7B03.CON,549300DVPJYGNF2P7B03,CON,2025-06-30,,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,11930000000.0,-0.591,1,6.0,0.0,2072,,unauffaellig,
report,rs:549300DVPJYGNF2P7B03.CON,549300DVPJYGNF2P7B03,CON,2025-09-30,,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,11960000000.0,-0.564,1,6.0,0.0,368,,unauffaellig,
report,rs:549300DVPJYGNF2P7B03.CON,549300DVPJYGNF2P7B03,CON,2025-12-31,,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,12100000000.0,-0.181,1,6.0,0.0,2394,,unauffaellig,
report,rs:549300DYPOFMXOR7XM56.CON,549300DYPOFMXOR7XM56,CON,2025-06-30,,Crelan,Belgium,11700000000.0,-0.592,1,-6.0,0.6041,2839,,unauffaellig,
report,rs:549300DYPOFMXOR7XM56.CON,549300DYPOFMXOR7XM56,CON,2025-12-31,,Crelan,Belgium,12160000000.0,-0.234,1,-6.0,0.6372,3364,,unauffaellig,
report,rs:549300EHNXQVOI120S55.CON,549300EHNXQVOI120S55,CON,2025-06-30,,Coop Pank AS,Estonia,1310000000.0,-1.539,1,-6.0,0.6916,1249,,unauffaellig,
report,rs:549300EHNXQVOI120S55.CON,549300EHNXQVOI120S55,CON,2025-09-30,,Coop Pank AS,Estonia,1329000000.0,-1.592,1,-6.0,0.899,198,,unauffaellig,
report,rs:549300EHNXQVOI120S55.CON,549300EHNXQVOI120S55,CON,2025-12-31,,Coop Pank AS,Estonia,1438000000.0,-1.087,1,-6.0,0.7053,1580,,unauffaellig,
report,rs:549300EHNXQVOI120S55.CON,549300EHNXQVOI120S55,CON,2026-03-31,,Coop Pank AS,Estonia,1478000000.0,-1.633,1,-6.0,0.9147,211,,unauffaellig,
report,rs:549300F7FBD744MEP844.IND,549300F7FBD744MEP844,IND,2025-12-31,,Banque Raiffeisen,Luxembourg,5234000000.0,0.152,,-3.0,0.9907,401,,unauffaellig,
report,rs:549300FH0WJAPEHTIQ77.IND,549300FH0WJAPEHTIQ77,IND,2025-06-30,,BofA Securities Europe SA,France,43400000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:549300FH0WJAPEHTIQ77.IND,549300FH0WJAPEHTIQ77,IND,2025-09-30,,BofA Securities Europe SA,France,,,,-6.0,1.0,0,,unauffaellig,
report,rs:549300FH0WJAPEHTIQ77.IND,549300FH0WJAPEHTIQ77,IND,2025-12-31,,BofA Securities Europe SA,France,42220000000.0,0.51,1,-6.0,0.8545,1771,,unauffaellig,
report,rs:549300FRBP5L0O1HY885.IND,549300FRBP5L0O1HY885,IND,2025-12-31,,Sparbanken Syd,Sweden,592300000.0,-1.047,,-3.0,0.9504,119,,unauffaellig,
report,rs:549300G3C8M0WXQCWH61.CON,549300G3C8M0WXQCWH61,CON,2025-12-31,,Caja Laboral Popular Coop. de Crédito,Spain,9121000000.0,0.2,,-3.0,0.9945,499,,unauffaellig,
report,rs:549300GKFG0RYRRQ1414.CON,549300GKFG0RYRRQ1414,CON,2025-06-30,,DNB BANK ASA,Norway,95440000000.0,0.389,1,2.0,0.0,2899,,unauffaellig,
report,rs:549300GKFG0RYRRQ1414.CON,549300GKFG0RYRRQ1414,CON,2025-09-30,,DNB BANK ASA,Norway,,0.557,,2.0,0.0,380,,unauffaellig,
report,rs:549300GKFG0RYRRQ1414.CON,549300GKFG0RYRRQ1414,CON,2025-12-31,,DNB BANK ASA,Norway,98880000000.0,0.671,1,2.0,0.0,3460,,unauffaellig,
report,rs:549300GKFG0RYRRQ1414.CON,549300GKFG0RYRRQ1414,CON,2026-03-31,,DNB BANK ASA,Norway,104900000000.0,0.485,1,-3.0,1.0,409,,unauffaellig,
report,rs:549300HFEHJOXGE4ZE63.CON,549300HFEHJOXGE4ZE63,CON,2025-06-30,,SFIL S.A.,France,3349000000.0,-0.415,1,-6.0,0.8778,1119,,unauffaellig,
report,rs:549300HFEHJOXGE4ZE63.CON,549300HFEHJOXGE4ZE63,CON,2025-09-30,,SFIL S.A.,France,3304000000.0,-0.554,1,-6.0,0.9789,187,,unauffaellig,
report,rs:549300HFEHJOXGE4ZE63.CON,549300HFEHJOXGE4ZE63,CON,2025-12-31,,SFIL S.A.,France,3184000000.0,0.096,1,-6.0,0.8917,1312,,unauffaellig,
report,rs:549300HFEHJOXGE4ZE63.CON,549300HFEHJOXGE4ZE63,CON,2026-03-31,,SFIL S.A.,France,3244000000.0,-0.607,1,-6.0,0.9648,199,,unauffaellig,
report,rs:549300HUKIA1IZQHFZ83.IND,549300HUKIA1IZQHFZ83,IND,2025-06-30,,Erste Bank der oesterreichischen Sparkassen AG,Austria,11850.0,,1,6.0,0.0,0,untergrenze,skaliert,
report,rs:549300HUKIA1IZQHFZ83.IND,549300HUKIA1IZQHFZ83,IND,2025-12-31,,Erste Bank der oesterreichischen Sparkassen AG,Austria,14860.0,-5.825,1,6.0,0.0,1967,untergrenze|versatz,skaliert,10^6
report,rs:549300IQZVZ949N37S44.CON,549300IQZVZ949N37S44,CON,2025-06-30,,Euroclear Holding,Belgium,14390000000.0,-0.264,1,-3.0,0.8316,930,,unauffaellig,
report,rs:549300IQZVZ949N37S44.CON,549300IQZVZ949N37S44,CON,2025-09-30,,Euroclear Holding,Belgium,14450000000.0,0.478,1,-3.0,1.0,213,,unauffaellig,
report,rs:549300IQZVZ949N37S44.CON,549300IQZVZ949N37S44,CON,2025-12-31,,Euroclear Holding,Belgium,15630000000.0,0.263,1,-3.0,0.8736,1345,,unauffaellig,
report,rs:549300IRGNL8Q3O8Y413.IND,549300IRGNL8Q3O8Y413,IND,2025-12-31,,Eurobank Bulgaria,Bulgaria,6783000000.0,-0.133,,-3.0,0.9993,1443,,unauffaellig,
report,rs:549300J0GSZ83GTKBZ89.CON,549300J0GSZ83GTKBZ89,CON,2025-06-30,,OTP banka d.d.,Slovenia,,,,-3.0,1.0,0,,unauffaellig,
report,rs:549300J0GSZ83GTKBZ89.CON,549300J0GSZ83GTKBZ89,CON,2025-12-31,,OTP banka d.d.,Slovenia,,-0.063,,-3.0,0.9991,992,,unauffaellig,
report,rs:549300JB1P61FUTPEZ75.CON,549300JB1P61FUTPEZ75,CON,2025-06-30,,"Všeobecná úverová banka, a.s.",Slovakia,11100000000.0,-0.476,1,2.0,0.0,2330,,unauffaellig,
report,rs:549300JB1P61FUTPEZ75.CON,549300JB1P61FUTPEZ75,CON,2025-09-30,,"Všeobecná úverová banka, a.s.",Slovakia,10970000000.0,-0.472,1,2.0,0.0,396,,unauffaellig,
report,rs:549300JB1P61FUTPEZ75.CON,549300JB1P61FUTPEZ75,CON,2025-12-31,,"Všeobecná úverová banka, a.s.",Slovakia,10310000000.0,-0.197,1,2.0,0.0,3126,,unauffaellig,
report,rs:549300JB1P61FUTPEZ75.CON,549300JB1P61FUTPEZ75,CON,2026-03-31,,"Všeobecná úverová banka, a.s.",Slovakia,10620000000.0,-0.513,1,2.0,0.0,397,,unauffaellig,
report,rs:549300JECLPX13NZLU57.CON,549300JECLPX13NZLU57,CON,2025-12-31,,Danske Andelskassers Bank A/S,Denmark,1299000000.0,-0.78,,2.0,0.0,756,,unauffaellig,
report,rs:549300JSC82O1L4XV837.CON,549300JSC82O1L4XV837,CON,2025-12-31,,Nordnet - Grupp,Sweden,1893000000.0,-0.496,,-6.0,0.832,1114,,unauffaellig,
report,rs:549300KOORG6SN9LMO68.IND,549300KOORG6SN9LMO68,IND,2025-12-31,,IIG Bank (Malta) Ltd,Malta,77710000.0,-1.83,,-6.0,0.6422,199,,unauffaellig,
report,rs:549300L1IEXJYJ2NUV45.IND,549300L1IEXJYJ2NUV45,IND,2025-12-31,,Sparekassen Danmark,Denmark,7093000000.0,0.029,,-3.0,0.9815,464,,unauffaellig,
report,rs:549300L7YCATGO57ZE10.CON,549300L7YCATGO57ZE10,CON,2025-06-30,,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,5805000000.0,-1.556,1,-6.0,0.4514,1967,,unauffaellig,
report,rs:549300L7YCATGO57ZE10.CON,549300L7YCATGO57ZE10,CON,2025-09-30,,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,5815000000.0,-0.273,1,-6.0,0.9578,237,,unauffaellig,
report,rs:549300L7YCATGO57ZE10.CON,549300L7YCATGO57ZE10,CON,2025-12-31,,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,6202000000.0,-0.687,1,-6.0,0.5477,2643,,unauffaellig,
report,rs:549300L7YCATGO57ZE10.CON,549300L7YCATGO57ZE10,CON,2026-03-31,,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,6299000000.0,-0.334,1,-6.0,0.954,239,,unauffaellig,
report,rs:549300LYFYVPUCG6SY25.CON,549300LYFYVPUCG6SY25,CON,2025-12-31,,"Banco Cooperativo Español, S.A.",Spain,2791000000.0,-0.473,,-3.0,0.9836,1199,,unauffaellig,
report,rs:549300M2IHOB9P5WE714.IND,549300M2IHOB9P5WE714,IND,2025-12-31,,Swissquote Bank Europe S.A,Luxembourg,494400000.0,-0.981,,-6.0,0.8488,528,,unauffaellig,
report,rs:549300M6HRHPF3NQBP83.IND,549300M6HRHPF3NQBP83,IND,2025-12-31,,SPAREBANK 1 BOLIGKREDITT AS,Norway,,-0.081,,-3.0,0.9854,724,,unauffaellig,
report,rs:549300MM2G2LFEPR2M50.IND,549300MM2G2LFEPR2M50,IND,2025-12-31,,Skandiabanken Aktiebolag (publ),Sweden,,-0.793,,-4.0,0.9274,1054,,unauffaellig,
report,rs:549300MSY5NIVC0BME80.CON,549300MSY5NIVC0BME80,CON,2025-06-30,,CIB Bankcsoport,Hungary,3717000000.0,-0.736,,-3.0,1.0,53,,unauffaellig,
report,rs:549300ND1MQ8SNNYMJ22.CON,549300ND1MQ8SNNYMJ22,CON,2025-06-30,,AS SEB Pank,Estonia,3467000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:549300ND1MQ8SNNYMJ22.CON,549300ND1MQ8SNNYMJ22,CON,2025-12-31,,AS SEB Pank,Estonia,3330000000.0,-0.538,1,-3.0,0.9888,1281,,unauffaellig,
report,rs:549300NYKK9MWM7GGW15.CON,549300NYKK9MWM7GGW15,CON,2025-06-30,,ING Groep N.V.,Netherlands,335800000000.0,0.978,1,-6.0,0.7553,4693,,unauffaellig,
report,rs:549300NYKK9MWM7GGW15.CON,549300NYKK9MWM7GGW15,CON,2025-09-30,,ING Groep N.V.,Netherlands,336200000000.0,1.178,1,-6.0,0.9875,442,,unauffaellig,
report,rs:549300NYKK9MWM7GGW15.CON,549300NYKK9MWM7GGW15,CON,2025-12-31,,ING Groep N.V.,Netherlands,340700000000.0,1.299,1,-6.0,0.7906,5567,,unauffaellig,
report,rs:549300NYKK9MWM7GGW15.CON,549300NYKK9MWM7GGW15,CON,2026-03-31,,ING Groep N.V.,Netherlands,344300000000.0,1.087,1,-6.0,0.9959,446,,unauffaellig,
report,rs:549300O2UN9JLME31F08.IND,549300O2UN9JLME31F08,IND,2025-12-31,,UniCredit Banka Slovenija d.d.,Slovenia,,-3.669,,-3.0,0.7466,1353,versatz,unauffaellig,10^3
report,rs:549300O3HXYXXUHR0897.CON,549300O3HXYXXUHR0897,CON,2025-06-30,,Klarna - Grupp,Sweden,6814000000.0,,1,2.0,0.0,0,,unauffaellig,
report,rs:549300O3HXYXXUHR0897.CON,549300O3HXYXXUHR0897,CON,2025-12-31,,Klarna - Grupp,Sweden,8562000000.0,-0.107,1,2.0,0.0,1207,,unauffaellig,
report,rs:549300OL514RA0SXJJ44.IND,549300OL514RA0SXJJ44,IND,2025-12-31,,Clearstream Banking S.A.,Luxembourg,3134000000.0,-0.464,,-6.0,0.6669,1045,,unauffaellig,
report,rs:549300OLBL49CW8CT155.CON,549300OLBL49CW8CT155,CON,2025-06-30,,"Ibercaja Banco, S.A.",Spain,18550000000.0,-0.304,1,4.0,0.0,1926,,unauffaellig,
report,rs:549300OLBL49CW8CT155.CON,549300OLBL49CW8CT155,CON,2025-09-30,,"Ibercaja Banco, S.A.",Spain,18390000000.0,-0.238,1,4.0,0.0,202,,unauffaellig,
report,rs:549300OLBL49CW8CT155.CON,549300OLBL49CW8CT155,CON,2025-12-31,,"Ibercaja Banco, S.A.",Spain,18880000000.0,0.084,1,4.0,0.0,2455,,unauffaellig,
report,rs:549300OLBL49CW8CT155.CON,549300OLBL49CW8CT155,CON,2026-03-31,,"Ibercaja Banco, S.A.",Spain,19220000000.0,-0.368,1,4.0,0.0,244,,unauffaellig,
report,rs:549300OMTXWX1144LP69.IND,549300OMTXWX1144LP69,IND,2025-12-31,,"Akciju sabiedrība ""Reģionālā investīciju banka""",Latvia,229500000.0,-1.253,,-3.0,0.9721,306,,unauffaellig,
report,rs:549300PZMFIQR79Q0T97.CON,549300PZMFIQR79Q0T97,CON,2025-12-31,,Íslandsbanki hf.,Iceland,7019000000.0,-0.323,1,-6.0,0.818,1862,,unauffaellig,
report,rs:549300PZMFIQR79Q0T97.CON,549300PZMFIQR79Q0T97,CON,2026-03-31,,Íslandsbanki hf.,Iceland,7304000000.0,-0.805,1,-6.0,0.992,246,,unauffaellig,
report,rs:549300Q3OIWRHQUQM052.CON,549300Q3OIWRHQUQM052,CON,2025-12-31,,SpareBank 1 Sør-Norge,Norway,19190000000.0,-0.037,,-3.0,0.978,2439,,unauffaellig,
report,rs:549300Q3OIWRHQUQM052.CON,549300Q3OIWRHQUQM052,CON,2026-03-31,,SpareBank 1 Sør-Norge,Norway,,-0.394,,-3.0,1.0,336,,unauffaellig,
report,rs:549300RFKNCOX56F8591.CON,549300RFKNCOX56F8591,CON,2025-06-30,,RAIFFEISEN BANK S.A.,Romania,6692000.0,-3.751,1,-3.0,0.7287,2487,versatz,verdacht,10^3
report,rs:549300RFKNCOX56F8591.CON,549300RFKNCOX56F8591,CON,2025-09-30,,RAIFFEISEN BANK S.A.,Romania,7119000.0,-3.568,1,-3.0,0.9483,340,versatz,verdacht,10^3
report,rs:549300RFKNCOX56F8591.CON,549300RFKNCOX56F8591,CON,2025-12-31,,RAIFFEISEN BANK S.A.,Romania,7014000.0,-3.329,1,-3.0,0.763,3046,versatz,verdacht,10^3
report,rs:549300RFKNCOX56F8591.CON,549300RFKNCOX56F8591,CON,2026-03-31,,RAIFFEISEN BANK S.A.,Romania,,,,-3.0,0.5795,0,,unauffaellig,
report,rs:549300RG3H390KEL8896.CON,549300RG3H390KEL8896,CON,2025-06-30,,Banca Transilvania,Romania,18460000000.0,-0.207,1,-3.0,0.9868,1927,,unauffaellig,
report,rs:549300RG3H390KEL8896.CON,549300RG3H390KEL8896,CON,2025-09-30,,Banca Transilvania,Romania,18830000000.0,-0.178,1,-3.0,1.0,221,,unauffaellig,
report,rs:549300RG3H390KEL8896.CON,549300RG3H390KEL8896,CON,2025-12-31,,Banca Transilvania,Romania,19430000000.0,0.194,1,-3.0,0.9684,2398,,unauffaellig,
report,rs:549300RMML7KXP6M1Y98.IND,549300RMML7KXP6M1Y98,IND,2025-12-31,,BANCO BAI EUROPA S.A.,Portugal,523700000.0,-1.156,,0.0,0.0,366,,unauffaellig,
report,rs:549300S2T3FWVVXWJI89.CON,549300S2T3FWVVXWJI89,CON,2025-06-30,,"Slovenská sporiteľňa, a.s.",Slovakia,11000000.0,-3.458,1,-3.0,0.7407,1681,versatz,verdacht,10^3
report,rs:549300S2T3FWVVXWJI89.CON,549300S2T3FWVVXWJI89,CON,2025-09-30,,"Slovenská sporiteľňa, a.s.",Slovakia,10510000.0,-3.439,1,-3.0,0.9625,370,versatz,verdacht,10^3
report,rs:549300S2T3FWVVXWJI89.CON,549300S2T3FWVVXWJI89,CON,2025-12-31,,"Slovenská sporiteľňa, a.s.",Slovakia,10820000.0,-3.018,1,-3.0,0.7319,2030,versatz,verdacht,10^3
report,rs:549300S2T3FWVVXWJI89.CON,549300S2T3FWVVXWJI89,CON,2026-03-31,,"Slovenská sporiteľňa, a.s.",Slovakia,10810000.0,-3.498,1,-3.0,0.9783,364,versatz,verdacht,10^3
report,rs:549300SBPFE9JX7N8J82.IND,549300SBPFE9JX7N8J82,IND,2025-06-30,,AB SEB bankas,Lithuania,5554000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:549300SBPFE9JX7N8J82.IND,549300SBPFE9JX7N8J82,IND,2025-12-31,,AB SEB bankas,Lithuania,5071000000.0,-0.397,1,-3.0,0.9856,1290,,unauffaellig,
report,rs:549300SGF4BS54YG8M65.CON,549300SGF4BS54YG8M65,CON,2025-12-31,,Citco Bank Nederland N.V.,Netherlands,1389000000.0,-0.422,,-3.0,0.9958,211,,unauffaellig,
report,rs:549300SXM92LQ05OJQ76.CON,549300SXM92LQ05OJQ76,CON,2025-06-30,,Sparebank 1 Nord-Norge SPA,Norway,,-0.662,,2.0,0.0,676,,unauffaellig,
report,rs:549300SXM92LQ05OJQ76.CON,549300SXM92LQ05OJQ76,CON,2025-12-31,,Sparebank 1 Nord-Norge SPA,Norway,,-0.409,,2.0,0.0,1710,,unauffaellig,
report,rs:549300TDPXT0OW2AY198.CON,549300TDPXT0OW2AY198,CON,2025-12-31,,FinAx,Belgium,6231000000.0,-0.474,,-3.0,0.9701,341,,unauffaellig,
report,rs:549300TEJKOLFN65KR76.IND,549300TEJKOLFN65KR76,IND,2025-12-31,,BNF Bank plc,Malta,646600000.0,-1.189,,-6.0,0.7351,1494,,unauffaellig,
report,rs:549300TJREQ7GHIXWR36.IND,549300TJREQ7GHIXWR36,IND,2025-06-30,,Swedbank Hypotek AB,Sweden,26120000000.0,-0.373,1,-6.0,0.8584,442,,unauffaellig,
report,rs:549300TJREQ7GHIXWR36.IND,549300TJREQ7GHIXWR36,IND,2025-09-30,,Swedbank Hypotek AB,Sweden,26330000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:549300TJREQ7GHIXWR36.IND,549300TJREQ7GHIXWR36,IND,2025-12-31,,Swedbank Hypotek AB,Sweden,26590000000.0,0.081,1,-6.0,0.8613,514,,unauffaellig,
report,rs:549300TJREQ7GHIXWR36.IND,549300TJREQ7GHIXWR36,IND,2026-03-31,,Swedbank Hypotek AB,Sweden,26470000000.0,-0.07,1,-6.0,1.0,51,,unauffaellig,
report,rs:549300TK038P6EV4YU51.CON,549300TK038P6EV4YU51,CON,2025-12-31,,AB Artea bankas,Lithuania,2835000000.0,-0.631,1,-4.0,0.9402,2215,,unauffaellig,
report,rs:549300TK038P6EV4YU51.CON,549300TK038P6EV4YU51,CON,2026-03-31,,AB Artea bankas,Lithuania,2856000000.0,-1.123,1,-4.0,1.0,206,,unauffaellig,
report,rs:549300TL5406IC1XKD09.CON,549300TL5406IC1XKD09,CON,2025-12-31,,Saxo Bank A/S,Denmark,19070.0,-5.153,,-6.0,0.0,1505,untergrenze|versatz|decimals,skaliert,10^6
report,rs:549300TLZPT6JELDWM92.CON,549300TLZPT6JELDWM92,CON,2025-12-31,,Landsbankinn hf.,Iceland,10000.0,-6.207,1,-4.0,0.0645,1229,untergrenze|versatz,skaliert,10^6
report,rs:549300TLZPT6JELDWM92.CON,549300TLZPT6JELDWM92,CON,2026-03-31,,Landsbankinn hf.,Iceland,10410.0,-6.724,1,-4.0,0.1193,243,untergrenze|versatz,skaliert,10^6
report,rs:549300TRUWO2CD2G5692.CON,549300TRUWO2CD2G5692,CON,2025-06-30,,"UNICREDIT, SOCIETA' PER AZIONI",Italy,287700000000.0,0.945,1,-6.0,0.8694,5271,,unauffaellig,
report,rs:549300TRUWO2CD2G5692.CON,549300TRUWO2CD2G5692,CON,2025-09-30,,"UNICREDIT, SOCIETA' PER AZIONI",Italy,291500000000.0,1.035,1,-6.0,0.9943,444,,unauffaellig,
report,rs:549300TRUWO2CD2G5692.CON,549300TRUWO2CD2G5692,CON,2025-12-31,,"UNICREDIT, SOCIETA' PER AZIONI",Italy,296300000000.0,1.222,1,-6.0,0.8833,6290,,unauffaellig,
report,rs:549300TRUWO2CD2G5692.CON,549300TRUWO2CD2G5692,CON,2026-03-31,,"UNICREDIT, SOCIETA' PER AZIONI",Italy,298900000000.0,0.995,1,-6.0,0.9849,446,,unauffaellig,
report,rs:549300TTZTKBUFKWH890.CON,549300TTZTKBUFKWH890,CON,2025-12-31,,The Cyprus Development Bank Public Company Ltd,Cyprus,207900.0,-4.428,,-3.0,0.7415,807,untergrenze|versatz,skaliert,10^3
report,rs:549300U4LIZV0REEQQ46.CON,549300U4LIZV0REEQQ46,CON,2025-06-30,,"Kutxabank, S.A.",Spain,30250000000.0,-0.082,1,-6.0,0.8248,1826,,unauffaellig,
report,rs:549300U4LIZV0REEQQ46.CON,549300U4LIZV0REEQQ46,CON,2025-09-30,,"Kutxabank, S.A.",Spain,28700000000.0,-0.038,1,-6.0,0.9704,335,,unauffaellig,
report,rs:549300U4LIZV0REEQQ46.CON,549300U4LIZV0REEQQ46,CON,2025-12-31,,"Kutxabank, S.A.",Spain,29190000000.0,0.254,1,-6.0,0.8254,2790,,unauffaellig,
report,rs:549300U4LIZV0REEQQ46.CON,549300U4LIZV0REEQQ46,CON,2026-03-31,,"Kutxabank, S.A.",Spain,30880000000.0,-0.09,1,-6.0,0.9856,344,,unauffaellig,
report,rs:549300UARE5MHTBUPJ19.CON,549300UARE5MHTBUPJ19,CON,2025-12-31,,Promontoria 19 Coöperatie U.A.,Netherlands,9984000000.0,-0.129,,-6.0,0.41,2232,,unauffaellig,
report,rs:549300UOX05QGUJJ5707.IND,549300UOX05QGUJJ5707,IND,2025-06-30,,Stadshypotek AB,Sweden,31530000000.0,0.229,1,0.0,0.0,50,,unauffaellig,
report,rs:549300UOX05QGUJJ5707.IND,549300UOX05QGUJJ5707,IND,2025-12-31,,Stadshypotek AB,Sweden,32500000000.0,0.0,1,0.0,0.0,1121,,unauffaellig,
report,rs:549300URJH9VSI58CS32.CON,549300URJH9VSI58CS32,CON,2025-06-30,,"Banco Santander Totta, SA",Portugal,,-5.431,,-3.0,0.6093,1258,versatz,skaliert,10^6
report,rs:549300URJH9VSI58CS32.CON,549300URJH9VSI58CS32,CON,2025-12-31,,"Banco Santander Totta, SA",Portugal,15070000000.0,0.082,,-3.0,0.9313,3012,,unauffaellig,
report,rs:549300UY81ESCZJ0GR95.CON,549300UY81ESCZJ0GR95,CON,2025-06-30,,First Investment Bank,Bulgaria,4756000.0,-3.783,1061,,0.0,1678,versatz|zeitreihe,skaliert,10^3
report,rs:549300UY81ESCZJ0GR95.CON,549300UY81ESCZJ0GR95,CON,2025-09-30,,First Investment Bank,Bulgaria,4868000.0,-3.816,1037,,0.0,180,versatz|zeitreihe,skaliert,10^3
report,rs:549300UY81ESCZJ0GR95.CON,549300UY81ESCZJ0GR95,CON,2025-12-31,,First Investment Bank,Bulgaria,4935000000.0,-0.268,1,,0.0,2151,,unauffaellig,
report,rs:549300UY81ESCZJ0GR95.CON,549300UY81ESCZJ0GR95,CON,2026-03-31,,First Investment Bank,Bulgaria,5046000000.0,-0.851,1,,0.0,179,,unauffaellig,
report,rs:549300V1VN70Q7PQ7234.CON,549300V1VN70Q7PQ7234,CON,2025-06-30,,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,24090000000.0,-0.266,1,-3.0,0.9781,1123,,unauffaellig,
report,rs:549300V1VN70Q7PQ7234.CON,549300V1VN70Q7PQ7234,CON,2025-09-30,,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,24370000000.0,-0.333,1,-3.0,1.0,227,,unauffaellig,
report,rs:549300V1VN70Q7PQ7234.CON,549300V1VN70Q7PQ7234,CON,2025-12-31,,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,23980000000.0,0.131,1,-3.0,0.9905,1304,,unauffaellig,
report,rs:549300V4H4USWZUCE073.IND,549300V4H4USWZUCE073,IND,2025-12-31,,"BISON BANK, SA",Portugal,129400.0,-4.294,,2.0,0.0,173,untergrenze|versatz,skaliert,10^3
report,rs:549300VRM6G42M8OWN49.CON,549300VRM6G42M8OWN49,CON,2025-06-30,,Sparebank 1 Østlandet,Norway,9511000000.0,,,-3.0,1.0,0,,unauffaellig,
report,rs:549300VRM6G42M8OWN49.CON,549300VRM6G42M8OWN49,CON,2025-12-31,,Sparebank 1 Østlandet,Norway,,-0.288,,-3.0,0.7936,2279,,unauffaellig,
report,rs:549300WDT1HWUMTUW770.IND,549300WDT1HWUMTUW770,IND,2025-06-30,,Standard Chartered Bank AG,Germany,2804000000.0,-0.565,2,-6.0,0.9464,90,,unauffaellig,
report,rs:549300WDT1HWUMTUW770.IND,549300WDT1HWUMTUW770,IND,2025-12-31,,Standard Chartered Bank AG,Germany,6213000000.0,0.343,1,-6.0,0.8421,193,,unauffaellig,
report,rs:549300X34UUBDEUL1Z91.CON,549300X34UUBDEUL1Z91,CON,2025-06-30,,HSBC Bank Malta p.l.c.,Malta,2212000000.0,-1.026,1,-3.0,0.9862,1698,,unauffaellig,
report,rs:549300X34UUBDEUL1Z91.CON,549300X34UUBDEUL1Z91,CON,2025-12-31,,HSBC Bank Malta p.l.c.,Malta,2174000000.0,-0.658,1,-3.0,0.9804,1907,,unauffaellig,
report,rs:549300XGJX6FOWLOI640.IND,549300XGJX6FOWLOI640,IND,2025-12-31,,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING S.P.A.,Italy,,-0.553,,-6.0,0.5711,1674,,unauffaellig,
report,rs:549300XWJHRKLHU2PS28.CON,549300XWJHRKLHU2PS28,CON,2025-12-31,,ERSTE csoport,Hungary,6356000000.0,-0.426,,-3.0,0.9736,2985,,unauffaellig,
