lei,scope,refPeriod,bank_name,country,institution_type,n_laender,rang,nachbar_lei,nachbar_scope,nachbar_name,nachbar_country,nachbar_institution_type,nachbar_n_laender,ueberlappung,gemeinsame_laender,groesste_gemeinsamkeit,beziehung
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,1,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,137,0.6459,32,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,2,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,42,0.6225,17,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,3,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,27,0.6148,27,x1|DE|US,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,4,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,62,0.6101,27,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,5,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,0.6044,26,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,35,1,7LTWFZYICNSX8D621K86,CON,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,63,0.7380,34,x1|DE|x28,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,35,2,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,131,0.7347,35,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,35,3,DSNHHQ2B9X5N6OUJ1236,CON,Norddeutsche Landesbank - Girozentrale -,Germany,Large highest EEA,73,0.7326,30,x1|DE|FR,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,35,4,529900HNOAA1KXQJUQ27,CON,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,0.7312,35,x1|DE|US,unabhaengig
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,35,5,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,29,0.7274,18,x1|DE|FR,unabhaengig
0W5QHUNYV4W7GJO62R27,CON,2025-12-31,HYPO TIROL BANK AG,Austria,Other highest EEA,34,1,AT0000000000043000VB,CON,VOLKSBANK WIEN AG VB,Austria,Large highest EEA,82,0.9509,32,AT|DE|FR,unbekannt
0W5QHUNYV4W7GJO62R27,CON,2025-12-31,HYPO TIROL BANK AG,Austria,Other highest EEA,34,2,5299005OACOC1C1OFJ11,IND,Raiffeisen-Landesbank Tirol AG,Austria,Other highest EEA,36,0.9452,26,AT|DE|FR,unbekannt
0W5QHUNYV4W7GJO62R27,CON,2025-12-31,HYPO TIROL BANK AG,Austria,Other highest EEA,34,3,529900QYEJ2GYSWK1F08,CON,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,0.9175,26,AT|DE|FR,unbekannt
0W5QHUNYV4W7GJO62R27,CON,2025-12-31,HYPO TIROL BANK AG,Austria,Other highest EEA,34,4,529900FEID5L4H2T2L70,IND,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,0.9153,18,AT|DE|FR,unbekannt
0W5QHUNYV4W7GJO62R27,CON,2025-12-31,HYPO TIROL BANK AG,Austria,Other highest EEA,34,5,529900SXEWPJ1MRRX537,CON,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,60,0.9051,27,AT|DE|FR,unbekannt
1FOLRR5RWTWWI397R131,IND,2025-06-30,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,1,NHBDILHZTYCNBV5UYZ31,CON,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,124,0.8792,43,x1|SE|GB,unbekannt
1FOLRR5RWTWWI397R131,IND,2025-06-30,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,2,MAES062Z21O4RZ2U7M96,CON,Danske Bank A/S,Denmark,Large highest EEA,19,0.6457,16,x1|SE|GB,unbekannt
1FOLRR5RWTWWI397R131,IND,2025-06-30,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,3,724500JIWG886A9RRT57,CON,RBS Holdings N.V.,Netherlands,Large highest EEA,17,0.6063,15,x1|SE|FR,unbekannt
1FOLRR5RWTWWI397R131,IND,2025-06-30,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,4,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,42,0.6062,24,x1|FR|GB,unbekannt
1FOLRR5RWTWWI397R131,IND,2025-06-30,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,5,254900RNFMDM0P11YR84,CON,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,0.6018,22,x1|FR|GB,unbekannt
21380057HUGFEAF25W84,CON,2025-12-31,NOBA Group,Sweden,Other highest EEA,8,1,529900ODI3047E2LIV03,CON,Nordea Bank Abp,Finland,Large highest EEA,175,0.7712,8,SE|NO|FI,unbekannt
21380057HUGFEAF25W84,CON,2025-12-31,NOBA Group,Sweden,Other highest EEA,8,2,F3JS33DEI6XQ4ZBPTN86,CON,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,150,0.6130,8,SE|FI|NO,unbekannt
21380057HUGFEAF25W84,CON,2025-12-31,NOBA Group,Sweden,Other highest EEA,8,3,529900HEKOENJHPNN480,CON,Kuntarahoitus Oyj,Finland,Large highest EEA,11,0.5483,6,FI|NO|SE,unbekannt
21380057HUGFEAF25W84,CON,2025-12-31,NOBA Group,Sweden,Other highest EEA,8,4,M312WZV08Y7LYUC71685,CON,Swedbank - Grupp,Sweden,Large highest EEA,11,0.4861,5,SE|NO|FI,unbekannt
21380057HUGFEAF25W84,CON,2025-12-31,NOBA Group,Sweden,Other highest EEA,8,5,549300UOX05QGUJJ5707,IND,Stadshypotek AB,Sweden,Large subsidiaries,77,0.4796,8,SE|NO|FI,unbekannt
2138005M92IEIQVEL297,CON,2025-12-31,AS Inbank,Estonia,Other highest EEA,6,1,5493007SWCCN9S3J2748,CON,Bigbank AS,Estonia,Large highest EEA,26,0.8069,5,x1|EE|LT,unbekannt
2138005M92IEIQVEL297,CON,2025-12-31,AS Inbank,Estonia,Other highest EEA,6,2,213800RZWHE5EUX9R444,CON,Luminor Holding AS,Estonia,Large highest EEA,64,0.7569,6,x1|LT|EE,unbekannt
2138005M92IEIQVEL297,CON,2025-12-31,AS Inbank,Estonia,Other highest EEA,6,3,NMH2KF074RKAGTH4CM63,CON,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,88,0.6752,6,x1|PL|CZ,unbekannt
2138005M92IEIQVEL297,CON,2025-12-31,AS Inbank,Estonia,Other highest EEA,6,4,2138009Y59EAR7H1UO97,CON,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,0.6605,5,x1|EE|LV,unbekannt
2138005M92IEIQVEL297,CON,2025-12-31,AS Inbank,Estonia,Other highest EEA,6,5,549300TK038P6EV4YU51,CON,AB Artea bankas,Lithuania,Large highest EEA,11,0.6057,4,x1|LT|LV,unbekannt
2138009Y59EAR7H1UO97,CON,2025-06-30,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,60,1,7LTWFZYICNSX8D621K86,CON,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,64,0.5130,41,x1|CH|VG,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-06-30,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,60,2,9CZ7TVMR36CYD5TZBS50,CON,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,105,0.5128,47,x1|CH|US,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-06-30,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,60,3,KX1WK48MPD4Y2NCUIZ63,CON,Natixis,France,Large subsidiaries,109,0.5112,43,x1|CH|US,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-06-30,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,60,4,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,114,0.5110,48,x1|CH|US,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-06-30,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,60,5,NICH5Q04ADUV9SN3Q390,CON,BRED - Banque populaire,France,Large subsidiaries,174,0.5108,54,x1|CH|US,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-12-31,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,1,213800RZWHE5EUX9R444,CON,Luminor Holding AS,Estonia,Large highest EEA,64,0.7154,41,x1|LV|EE,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-12-31,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,2,5493007SWCCN9S3J2748,CON,Bigbank AS,Estonia,Large highest EEA,26,0.6878,21,x1|EE|LV,unbekannt
2138009Y59EAR7H1UO97,CON,2025-12-31,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,3,2138005M92IEIQVEL297,CON,AS Inbank,Estonia,Other highest EEA,6,0.6605,5,x1|EE|LV,unbekannt
2138009Y59EAR7H1UO97,CON,2025-12-31,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,4,5493001U1K6M7JOL5W45,CON,Raiffeisen Bank csoport,Hungary,Large subsidiaries,34,0.6263,22,x1|AT|BE,unabhaengig
2138009Y59EAR7H1UO97,CON,2025-12-31,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,5,549300M2IHOB9P5WE714,IND,Swissquote Bank Europe S.A,Luxembourg,Other highest EEA,10,0.6262,8,x1|NL|BE,unabhaengig
213800A1O379I6DMCU10,IND,2025-06-30,APS BANK P.L.C.,Malta,Large highest EEA,24,1,815600E4E6DCD2D25E30,CON,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,29,0.9327,17,x28|FR|GB,unbekannt
213800A1O379I6DMCU10,IND,2025-06-30,APS BANK P.L.C.,Malta,Large highest EEA,24,2,213800DBQIB6VBNU5C64,CON,Alpha Bank S.A.,Greece,Large highest EEA,8,0.9238,7,x28|GB|NL,unbekannt
213800A1O379I6DMCU10,IND,2025-06-30,APS BANK P.L.C.,Malta,Large highest EEA,24,3,529900RWC8ZYB066JF16,CON,Bank of Valletta Plc,Malta,Large highest EEA,26,0.9192,16,x28|GB|DE,unbekannt
213800A1O379I6DMCU10,IND,2025-06-30,APS BANK P.L.C.,Malta,Large highest EEA,24,4,0W2PZJM8XOY22M4GG883,CON,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,0.4039,17,x28|DE|FR,unbekannt
213800A1O379I6DMCU10,IND,2025-12-31,APS BANK P.L.C.,Malta,Large highest EEA,25,1,815600E4E6DCD2D25E30,CON,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,36,0.9427,20,x28|GB|FR,unbekannt
213800A1O379I6DMCU10,IND,2025-12-31,APS BANK P.L.C.,Malta,Large highest EEA,25,2,529900RWC8ZYB066JF16,CON,Bank of Valletta Plc,Malta,Large highest EEA,29,0.9266,17,x28|FR|DE,unbekannt
213800A1O379I6DMCU10,IND,2025-12-31,APS BANK P.L.C.,Malta,Large highest EEA,25,3,743700PW2HDTPU3YRJ31,CON,POP Pankkikeskus osk,Finland,Other highest EEA,19,0.9174,14,x28|FR|DE,unbekannt
213800A1O379I6DMCU10,IND,2025-12-31,APS BANK P.L.C.,Malta,Large highest EEA,25,4,7437005892K69S3MW344,CON,Säästöpankkiliitto osk,Finland,Other highest EEA,18,0.9169,13,x28|FR|LU,unbekannt
213800A1O379I6DMCU10,IND,2025-12-31,APS BANK P.L.C.,Malta,Large highest EEA,25,5,529900Q2C3I7VCILLG45,CON,FIMBank plc,Malta,Other highest EEA,26,0.8907,16,x28|FR|DE,unbekannt
213800DBQIB6VBNU5C64,CON,2025-06-30,Alpha Bank S.A.,Greece,Large highest EEA,8,1,815600E4E6DCD2D25E30,CON,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,29,0.9713,8,x28|GB|NL,unabhaengig
213800DBQIB6VBNU5C64,CON,2025-06-30,Alpha Bank S.A.,Greece,Large highest EEA,8,2,529900RWC8ZYB066JF16,CON,Bank of Valletta Plc,Malta,Large highest EEA,26,0.9682,8,x28|GB|FR,unabhaengig
213800DBQIB6VBNU5C64,CON,2025-06-30,Alpha Bank S.A.,Greece,Large highest EEA,8,3,213800A1O379I6DMCU10,IND,APS BANK P.L.C.,Malta,Large highest EEA,24,0.9238,7,x28|GB|NL,unbekannt
213800DBQIB6VBNU5C64,CON,2025-06-30,Alpha Bank S.A.,Greece,Large highest EEA,8,4,0W2PZJM8XOY22M4GG883,CON,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,32,0.3707,8,x28|GB|NL,unabhaengig
213800DBQIB6VBNU5C64,CON,2025-12-31,Alpha Bank S.A.,Greece,Large highest EEA,8,1,213800KGF4EFNUQKAT69,CON,EUROBANK S.A.,Greece,Large highest EEA,8,0.6963,6,GR|x28|CY,unabhaengig
213800DBQIB6VBNU5C64,CON,2025-12-31,Alpha Bank S.A.,Greece,Large highest EEA,8,2,5UMCZOEYKCVFAW8ZLO05,CON,"National Bank of Greece, S.A.",Greece,Large highest EEA,5,0.4761,1,GR,unabhaengig
213800HDJ876ACJXXD05,CON,2025-06-30,AIKGROUP (CY) LIMITED,Cyprus,Large highest EEA,74,1,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,114,0.5191,67,x1|CH|AT,unabhaengig
213800HDJ876ACJXXD05,CON,2025-06-30,AIKGROUP (CY) LIMITED,Cyprus,Large highest EEA,74,2,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,137,0.5188,70,x1|CH|AT,unabhaengig
213800HDJ876ACJXXD05,CON,2025-06-30,AIKGROUP (CY) LIMITED,Cyprus,Large highest EEA,74,3,254900RNFMDM0P11YR84,CON,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,0.5180,26,x1|CH|AT,unabhaengig
213800HDJ876ACJXXD05,CON,2025-06-30,AIKGROUP (CY) LIMITED,Cyprus,Large highest EEA,74,4,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,28,0.5169,25,x1|AT|DE,unabhaengig
213800HDJ876ACJXXD05,CON,2025-06-30,AIKGROUP (CY) LIMITED,Cyprus,Large highest EEA,74,5,NICH5Q04ADUV9SN3Q390,CON,BRED - Banque populaire,France,Large subsidiaries,174,0.5167,69,x1|CH|DE,unabhaengig
213800KGF4EFNUQKAT69,CON,2025-12-31,EUROBANK S.A.,Greece,Large highest EEA,8,1,213800DBQIB6VBNU5C64,CON,Alpha Bank S.A.,Greece,Large highest EEA,8,0.6963,6,GR|x28|CY,unabhaengig
213800KGF4EFNUQKAT69,CON,2025-12-31,EUROBANK S.A.,Greece,Large highest EEA,8,2,5UMCZOEYKCVFAW8ZLO05,CON,"National Bank of Greece, S.A.",Greece,Large highest EEA,5,0.4761,1,GR,unabhaengig
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Large highest EEA,64,1,5493007SWCCN9S3J2748,CON,Bigbank AS,Estonia,Large highest EEA,26,0.8623,24,x1|LT|EE,unbekannt
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Large highest EEA,64,2,549300TK038P6EV4YU51,CON,AB Artea bankas,Lithuania,Large highest EEA,11,0.7641,10,x1|LT|LV,unabhaengig
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Large highest EEA,64,3,2138005M92IEIQVEL297,CON,AS Inbank,Estonia,Other highest EEA,6,0.7569,6,x1|LT|EE,unbekannt
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Large highest EEA,64,4,2138009Y59EAR7H1UO97,CON,"Akciju sabiedrība ""Citadele banka""",Latvia,Large highest EEA,55,0.7154,41,x1|LV|EE,unabhaengig
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Large highest EEA,64,5,5299002GPCR602QYJC04,CON,KfW Beteiligungsholding GmbH,Germany,Large highest EEA,78,0.5273,46,x1|LU|FR,unabhaengig
213800TC9PZRBHMJW403,CON,2025-06-30,MDB Group Limited,Malta,Large subsidiaries,26,1,549300GKFG0RYRRQ1414,CON,DNB BANK ASA,Norway,Large highest EEA,29,0.6241,16,NO|US|SE,unbekannt
213800TC9PZRBHMJW403,CON,2025-06-30,MDB Group Limited,Malta,Large subsidiaries,26,2,549300NYKK9MWM7GGW15,CON,ING Groep N.V.,Netherlands,Large highest EEA,208,0.3591,26,BE|NL|DE,unabhaengig
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Large subsidiaries,22,1,5493009ML6YX83YHC820,CON,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,100,0.6865,22,NL|BE|DE,unabhaengig
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Large subsidiaries,22,2,BFXS5XCH7N0Y05NIXW11,CON,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,33,0.6791,15,NL|FR|DE,unabhaengig
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Large subsidiaries,22,3,DG3RU1DBUFHT4ZF9WN62,CON,Coöperatieve Rabobank U.A.,Netherlands,Large highest EEA,142,0.6754,22,NL|GB|DE,unabhaengig
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Large subsidiaries,22,4,B64D6Y3LBJS4ANNPCU93,CON,NIBC Bank N.V.,Netherlands,Other highest EEA,17,0.6677,15,NL|DE|GB,unbekannt
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Large subsidiaries,22,5,724500A1FNICHSDF2I11,CON,ASN Bank N.V.,Netherlands,Large highest EEA,15,0.6119,14,NL|FR|DE,unabhaengig
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Other highest EEA,9,1,R7CQUF1DQM73HUTV1078,IND,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,31,0.7836,7,x1|LU|DE,unabhaengig
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Other highest EEA,9,2,9CZ7TVMR36CYD5TZBS50,CON,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,106,0.7826,8,x1|LU|DE,unabhaengig
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Other highest EEA,9,3,KX1WK48MPD4Y2NCUIZ63,CON,Natixis,France,Large subsidiaries,109,0.7212,8,x1|LU|DE,unabhaengig
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Other highest EEA,9,4,549300OL514RA0SXJJ44,IND,Clearstream Banking S.A.,Luxembourg,Large subsidiaries,22,0.7017,8,x1|LU|DE,konzern
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Other highest EEA,9,5,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,43,0.6373,8,x1|LU|DE,unabhaengig
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,1,549300TL5406IC1XKD09,CON,Saxo Bank A/S,Denmark,Large highest EEA,72,0.5137,5,DK|SE|NO,unbekannt
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,2,5493002DPKDEC2JN1Y86,CON,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,15,0.4991,4,DK|SE|NO,unbekannt
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,3,MAES062Z21O4RZ2U7M96,CON,Danske Bank A/S,Denmark,Large highest EEA,19,0.3740,4,DK|SE|x28,unbekannt
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,4,K8MS7FD7N5Z2WQ51AZ71,CON,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,0.3706,4,DK|SE|US,unbekannt
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,5,529900ODI3047E2LIV03,CON,Nordea Bank Abp,Finland,Large highest EEA,175,0.3681,4,DK|SE|US,unbekannt
22210058UCKT3BJTCN24,CON,2025-12-31,OTP Luxembourg S.à r.l.,Luxembourg,Large subsidiaries,69,1,549300J0GSZ83GTKBZ89,CON,OTP banka d.d.,Slovenia,Large subsidiaries,69,0.9996,69,SI|HU|HR,konzern
22210058UCKT3BJTCN24,CON,2025-12-31,OTP Luxembourg S.à r.l.,Luxembourg,Large subsidiaries,69,2,549300O2UN9JLME31F08,IND,UniCredit Banka Slovenija d.d.,Slovenia,Large subsidiaries,33,0.8475,29,SI|HR|DE,unabhaengig
22210058UCKT3BJTCN24,CON,2025-12-31,OTP Luxembourg S.à r.l.,Luxembourg,Large subsidiaries,69,3,529900UKZBMDBDZIXD62,CON,Addiko Bank AG,Austria,Other highest EEA,24,0.3064,22,SI|HR|DE,unabhaengig
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,1,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,28,0.8225,19,x1|DE|US,unabhaengig
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,2,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,42,0.7680,23,x1|DE|US,unabhaengig
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,3,724500JIWG886A9RRT57,CON,RBS Holdings N.V.,Netherlands,Large highest EEA,17,0.7663,16,x1|DE|FR,unabhaengig
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,4,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,114,0.7604,26,x1|DE|FR,unabhaengig
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,Large highest EEA,27,5,7LTWFZYICNSX8D621K86,CON,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,64,0.7488,24,x1|US|DE,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Large subsidiaries,37,1,P4GTT6GF1W40CVIMFR43,CON,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,35,0.9437,24,PL|CZ|LU,unbekannt
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Large subsidiaries,37,2,5493000LKS7B3UTF7H35,CON,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,123,0.9426,34,PL|LU|NL,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Large subsidiaries,37,3,259400LGXW3K0GDAG361,CON,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,0.9408,35,PL|LU|NL,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Large subsidiaries,37,4,259400YLRTOBISHBVX41,CON,ING Bank Slaski S.A.,Poland,Large subsidiaries,18,0.9397,15,PL|LU|NL,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Large subsidiaries,37,5,NMH2KF074RKAGTH4CM63,CON,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,68,0.4990,30,PL|LU|DE,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Large subsidiaries,48,1,P4GTT6GF1W40CVIMFR43,CON,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,162,0.9437,46,PL|CZ|LU,unbekannt
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Large subsidiaries,48,2,XLEZHWWOI4HFQDGL4793,CON,BANK HANDLOWY W WARSZAWIE SA,Poland,Large subsidiaries,33,0.9421,29,PL|CZ|LU,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Large subsidiaries,48,3,5493000LKS7B3UTF7H35,CON,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,123,0.9414,46,PL|LU|CZ,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Large subsidiaries,48,4,259400LGXW3K0GDAG361,CON,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,0.9398,47,PL|LU|NL,unabhaengig
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Large subsidiaries,48,5,259400YLRTOBISHBVX41,CON,ING Bank Slaski S.A.,Poland,Large subsidiaries,27,0.9388,25,PL|LU|NL,unabhaengig
259400LGXW3K0GDAG361,CON,2025-06-30,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,1,259400YLRTOBISHBVX41,CON,ING Bank Slaski S.A.,Poland,Large subsidiaries,18,0.9814,17,PL|LU|NL,unabhaengig
259400LGXW3K0GDAG361,CON,2025-06-30,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,2,5493000LKS7B3UTF7H35,CON,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,123,0.9805,120,PL|LU|NL,unabhaengig
259400LGXW3K0GDAG361,CON,2025-06-30,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,3,P4GTT6GF1W40CVIMFR43,CON,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,35,0.9803,35,PL|NL|LU,unbekannt
259400LGXW3K0GDAG361,CON,2025-06-30,Santander Bank Polska S.A.,Poland,Large subsidiaries,176,4,259400DZXF7UJKK2AY35,CON,mBank S.A.,Poland,Large subsidiaries,37,0.9408,35,PL|LU|NL,unabhaengig
