lei,name,typ,land,signifikanz,gruppenkopf_lei,gruppenkopf_name,im_bestand,gruppe_im_bestand,einordnung,namenstreffer
529900592WLTRIGATR51,Spar- und Kreditbank Bühlertal eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005APEEJBVBCV708,Volksbank Halle (Saale) eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005CH5Q0GKJUF762,Sparkasse Olpe-Drolshagen-Wenden,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005E2F0CA1738607,Kreissparkasse Bersenbrück,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005E2JTERRY3R285,Sparkasse Pfaffenhofen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005E4SU83YHLHL56,Volksbank Möckmühl eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005ESR0IPYWFYP06,Raiffeisenbank Elbmarsch eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005F6C3ZN303M461,Sparkasse Vogtland,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005GLFOIV7898E14,Sparkasse Ingolstadt Eichstätt,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005IN6TVN2CXFS16,Raiffeisenbank Gilching eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005L7MIBEBCZO533,VR-Bank in Mittelbaden eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005NWLM5BJ07F245,Raiffeisenbank Altschweier eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005O2LPWV9IP2Z21,Volksbank Raiffeisenbank Oberbayern Südost eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005QMSP02NYJBZ32,PSD Bank Hessen-Thüringen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005R7YI2DWX7I620,Volksbank Hohenlimburg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005S9J7CTFNBXH55,Niederrheinische Sparkasse Rhein-Lippe,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005T3VDFRFKEDR04,Heidenheimer Volksbank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005TV0L59BVRQG23,Bankhaus Bauer Aktiengesellschaft,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005UTE037HK5XL66,Volksbank Immenstadt eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005V8STLXZGFYG71,Volksbank Uelzen-Salzwedel eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005WFRJFZHFAJN13,VR VerbundBank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005X2KF59ERDLL36,VR-Bank Ostbayern-Mitte eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299005ZC0K4R5KA5S41,Sparkasse Krefeld - Zweckverbandssparkasse der Stadt Krefeld und des Kreises Viersen -,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990060FDQEI44EGQ17,VZ VermögensZentrum Bank AG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990061592SQLEJN964,"Volksbank Mittelhessen eG, based in Gießen",CI,Germany,LSI,,,true,false,meldet_selbst,
529900673O9RT0H4KR87,Raiffeisenbank Bad Saulgau eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006A2PPHMJUAYM46,Sparkasse Schwaben-Bodensee,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006B64J1OMUW5G62,Volks- und Raiffeisenbank Muldental eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006B79LKOVMTXV20,Städtische Sparkasse Offenbach a.M.,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006E6UGNN6YEPU72,Volksbank in der Region eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006EWDEFUDNTOW13,Sparda-Bank Berlin eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006FYIV16TSUGS88,Volksbank Westmünsterland eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006L608JYM89QP49,Bank im Bistum Essen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006LRRCPLQOARH75,Sparkasse Burbach-Neunkirchen Zweckverbandssparkasse der Gemeinden Burbach und Neunkirchen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006OIW9QJSRKHQ34,Sparkasse Pfullendorf-Meßkirch,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006OTLQDMY5MX075,VR-Bank Südwestpfalz eG Pirmasens-Zweibrücken,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006OWDQGU3FEDK86,Kasseler Sparkasse,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006QZ5OEL3C9DR28,Volksbank eG (Sangerhausen),CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006Y97HSE7B5WB50,Kreissparkasse Mayen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006YQ8L8IWN55C67,Volksbank Bochum Witten eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299006YTQCHS2507R72,Sparkasse Kraichgau-Bruchsal-Bretten-Sinsheim,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990071YX99SH321F74,Westerwald Bank eG Volks- und Raiffeisenbank,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990073W025XBYL7N92,VR Bank Dreieich-Offenbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990078B0A1YZ04XJ45,Raiffeisenbank Niedere Alb eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990078RM4B6ZUC6648,Sparkasse Südholstein,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900793U3P5C6YYC70,Spar- und Kreditbank Rheinstetten eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007BIE0JSIBS4K52,Tradegate AG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007CKOPKK8KX5129,Rheinhessen Sparkasse,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007COP8MZ4KSJK69,Volksbank Pfullendorf eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007DRP3741GOZM90,Kreissparkasse Böblingen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007GMRYEAD6PRW15,Kreissparkasse Waiblingen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007I4FXQ3DWNYO94,Bank 1 Saar eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007I6FRVTRTABF45,Volksbank Bocholt eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007IPJG3QJK5KI24,Sparkasse Hildesheim Goslar Peine,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007M83GBOCBBUP36,Sparkasse Regensburg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007N409BMXFOM141,Volksbank Dessau-Anhalt eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007O0A3MLVGRMU30,Raiffeisenbank im Breisgau eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007OKTDD430X9T34,Ziraat Bank International Aktiengesellschaft,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007TYCG4X9DYNJ21,Sparkasse Dortmund – Zweckverbandssparkasse der Städte Dortmund und Schwerte,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007TZF2XL15A6M69,Raiffeisenbank Tüngental eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007WOCT0JJUFOE98,Sparkasse Barnim,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007Y7UJE5QV9QD03,Raiffeisenbank Eifel eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007YNRS66KKG0810,PSD Bank Braunschweig eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007YYLSND8F62L79,Volksbank Nordhümmling eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299007Z9DGHSB1PQ447,VR-Bank Bonn Rhein-Sieg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900806UBWPV6E0W38,VR-Bank Ellwangen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990080LR098K1FPZ23,Sparkasse Coburg - Lichtenfels,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990080QYNLX4A3L311,Sparkasse Hochrhein,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990081QE4QOV7MNK37,Volksbank an der Niers eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990084ABYC6UAATC06,Sparkasse Altbayern,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990085SMO9HN005K47,Steyler Bank GmbH,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990085XZWOZNLAWJ54,Sparkasse Hannover,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990086IBNN51AGC442,Sparkasse Ulm,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990087JS7539BV4781,Sparkasse Altenburger Land,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990087RF0LMLZ69A08,Raiffeisenbank Lorup eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990089JN9S8OJ5KU82,Isbank AG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990089LBIKLBM8YB23,VR Bank Nord eG,CI,Germany,LSI,,,true,false,meldet_selbst,
52990089VQI5JDZGY376,Sparkasse Hohenlohekreis,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008ANE2XLKNRSR71,Sparkasse Neunkirchen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008B0QO7XEHUSF18,Raiffeisenbank Landshuter Land eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008BPUFPGBJAVR28,Volksbank eG Emstek Essen Cappeln,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008BSVA4NY593212,Raiffeisenbank MEHR eG Mosel - Eifel - Hunsrück - Region,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008CO6IFREMCTY71,Volksbank Lastrup e.G.,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008DVOP2OR0Y6K77,Volksbank Überherrn eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008F7LLV7TEYIT04,Volksbank Düsseldorf Neuss eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008FMU1SJTXKE870,Volksbank Bönen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008G3FGR5YOYST49,Raiffeisenbank Wiesedermeer-Wiesede-Marcardsmoor eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008GKJ48L49YT646,Raiffeisenbank Mittenwald eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008I9KIOJRP9OZ42,Sparda-Bank Nürnberg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008M5D5QGM9F2M17,Geno Bank Essen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008N1FFXN4XXM058,Raiffeisenbank Geiselhöring-Pfaffenberg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008O3FLN6WIMX535,Raiffeisenbank Thannhausen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008O4S7J239HZC62,VR Bank Westfalen-Lippe eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008OHEJ4GWHLOJ53,Raiffeisenbank Augsburger Land West eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008OPB5IT38HB189,Sparkasse Spree-Neiße,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008PIM61AXE4C673,Sparkasse Allgäu,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008PR99KLESK4L15,Volksbank Remseck eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008QOOWW0IUSDH15,VR Bank München Land eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008R860KMU2AHB89,Volksbank Rathenow eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008S8L7XYNXTWV38,Volksbank Lindenberg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008TDNA6IM1ZZC60,Budenheimer Volksbank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008UZBJ3O2AJ9O21,VR Bank Donau-Oberschwaben eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008VDH3PSYSKJ503,Vereinigte Volksbank eG Saarlouis - Losheim am See - Sulzbach/Saar,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008VGCLH8JYR3K70,Raiffeisenbank Isar-Loisachtal eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008W44I8V87F0U52,Brandenburger Bank Volksbank-Raiffeisenbank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008YDNXSDRZER407,Sparda-Bank Hannover eingetragene Genossenschaft,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299008YILDXW9HPVL61,Volksbank Kassel Göttingen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990090RE7V4X78GP56,VR Handels- und Gewerbebank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900923ONNWU006D14,Kyffhäusersparkasse Artern-Sondershausen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990092MV2ZVLDQAD56,Bankhaus Herzogpark AG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990093GF8L3K83HU38,Volksbank Braunlage e.G.,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990093INYLJNWHQ228,Volksbank eG - Die Gestalterbank,CI,Germany,LSI,,,true,false,meldet_selbst,
52990094TGOJNBK96L42,Sparkasse Fürth,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009502R8B6S3LN39,abcbank GmbH,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990095KKUU45Q9JZ34,Volksbank Delitzsch eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900964BU9UN3S7O17,VR Bank Mecklenburg eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900967AJZ6T29Q111,Frankfurter Volksbank Rhein/Main eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900984Z5768JBQF32,Bankhaus Gebr. Martin Aktiengesellschaft,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
52990098I6TY2VB6EF33,Sparkasse Donnersberg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900998XR27HVMFQ53,Raiffeisenbank Neumarkt i.d. OPf. eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009A1SAL2URXG283,Volksbank Mittlerer Schwarzwald eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009A3NNGOV6Q7Y54,Raiffeisenbank Ichenhausen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009ADJ9XFQVUKZ50,Volksbank Schwarzwald-Donau-Neckar eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009BMCDYE59ZPA55,Sparkasse Westerwald-Sieg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009D9BIL4D4UHT93,Die Sparkasse Bremen AG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009DS75AR4EWFI55,VR-Bank Altenburger Land eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009E2Q29I9GLLN49,Volksbank Klettgau-Wutöschingen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009EELDZG8AZOX61,VR-Bank Ostalb eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009FBWE3747S9112,Stadtsparkasse Dessau,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009GMWQ0N5ZIZI39,Sparda-Bank Südwest eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009IFX1XTKDY4568,Trade Republic Bank GmbH,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009KFM6C8JYR3G51,Raiffeisenbank Unteres Zusamtal eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009N0LNRSMTUJK98,Raiffeisenbank Lechrain eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009OMCNAWE2WTC71,Raiffeisenbank Anger eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009RFJSJRM1FIW34,VR-Bank Mittelfranken Mitte eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009TDMEE2DW7NF08,Sylter Bank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009UC90NABGYXQ93,Sparkasse im Landkreis Neustadt a.d. Aisch-Bad Windsheim,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009V81GRDCCWG236,Volksbank Jade-Weser eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009W2BWIO9MJJC09,Kreissparkasse Miesbach-Tegernsee,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
5299009WBL493K1UK415,Volksbank Rhein-Erft-Köln eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A1Q9DIV7G22866,Raiffeisenbank Kieselbronn eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A201NLMA3OK864,Sparkasse Niederlausitz mit Sitz in Senftenberg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A3AHXLYXOH5S16,Volksbank Geeste-Nord eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A4VD7OJP4QV963,Sparkasse Bühl,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A4ZODYE4V0Q494,Sparkasse Attendorn-Lennestadt- Kirchhundem Zweckverbandssparkasse der Städte Attendorn und Lennestadt sowie der Gemeinde Kirchhundem,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A5E8HID9W8L033,Bank für Kirche und Diakonie eG - KD-Bank,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900A6WAJVRHA90G98,Stadtsparkasse Oberhausen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AC1I6EBNC45I23,VR Bank Amberg-Sulzbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900ACUKILJMOPWO17,VR Bank Niederbayern-Oberpfalz eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900ADKUHJUOVJRK71,"Waldeck-Frankenberger Bank eG, based in Korbach",CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AE7RYFSDIIBF42,Raiffeisenbank Rupertiwinkel eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AJEV6BCAR42Q32,Raiffeisenbank Regensburg-Wenzenbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900ALRWVJW8UUH641,Kreissparkasse Stade,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AM960BZ8LFB287,Raiffeisenbank Strücklingen-Idafehn eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AMQUYPTRK56V94,Sparkasse Oder-Spree,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AOIGZIIUZHID69,Volksbank Olpe-Wenden-Drolshagen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AONE10IZH5SS46,Sparkasse Werra-Meißner,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AOT7DX392W5U75,Volksbank Ettlingen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AP2WQOSZ9YQZ27,Raiffeisen-Volksbank Oder-Spree eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900APW112CPUURJ66,Sparkasse Bad Tölz-Wolfratshausen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900APX10RF2PBTB22,VR-Bank Rottal-Inn eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AT73S3UKIMP047,OstseeSparkasse Rostock,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900ATAS3PCZAMFW02,Calenberger Kreditverein Calenberg-Göttingen- Grubenhagen- Hildesheim'scher ritterschaftlicher Kreditverein,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900ATTP55L2G63Z11,Raiffeisenbank Kalbe-Bismark eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AVLXO78SDFR886,Volksbank Hameln-Stadthagen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AX2EV46G6NJS92,Spar- und Kreditbank eG (Hammah),CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AYKDWWPPMU3H09,Raiffeisenbank Flachsmeer eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AYWQ6YJFL4WK91,Volksbank Bad Salzuflen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900AZX36G3T8UKI42,Sparkasse der Stadt Iserlohn,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B0CY07L22N6B17,Freisinger Bank eG Volksbank-Raiffeisenbank,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B1PFHL9HHKS119,Raiffeisenbank Uehlfeld-Dachsbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B4OR3PD4V3AQ57,Finanzholding der Sparkasse in Bremen,FH,Germany,LSI,,,true,false,meldet_selbst,
529900B6FH6DMERJCI37,Sparkasse Vorpommern,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B7MT9M8U7QEC32,Volksbank Seligenstadt eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B8Z6912HXOHI30,Volksbank eG Westrhauderfehn,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B909XL5B2WHV75,Raiffeisenbank Aitrang-Ruderatshofen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900B91AUH0YTEXN10,"National-Bank, Aktiengesellschaft",CI,Germany,LSI,,,true,false,meldet_selbst,
529900B9I2UNZF005Z76,Stadtsparkasse Bocholt,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BBD7C7JXDKE759,Kreissparkasse Kusel,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BBEBGNAA1C6176,Aachener Bank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BHRYZ464GFD289,GRENKE AG,FH,Germany,LSI,,,true,false,meldet_selbst,
529900BI003BZ8N3W740,Volksbank Leonberg-Strohgäu eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BI9ARDF02BZ794,Raiffeisenbank München-Süd eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BIK4WRWS06MR52,Ascory Bank AG,CI,Germany,LSI,,,true,false,meldet_selbst,
529900BMG606CU1NGU64,Raiffeisenbank Ottenbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BML1PM7KWOMG79,VR Bank Schwäbischer Wald eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BQ213HK5ULK534,Raiffeisenbank im Allgäuer Land eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BQ2Y2140F0IC48,Volksbank Viersen e G,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BQBP4JMDPM6Q19,Max Heinr. Sutor OHG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BQZ6X2AMSVII72,Raiffeisenbank Steingaden eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BR2N56KWNZOM37,Sparkasse Aschaffenburg Miltenberg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BRWIJEHDLDIY45,Raiffeisenbank Taufkirchen-Oberneukirchen eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BTJFHUY90I7429,Volksbank Pirna eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BU2W60OCE4EA97,Kreissparkasse Limburg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BUXQYE7T1Z4796,Volksbank Sulmtal eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BV5EI1UAISKK27,Sparkasse Amberg-Sulzbach,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BVQ5YZ4U2VLU24,Volksbank Heimbach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BVUP40I1J7ZH60,Raiffeisenbank Burgebrach - Stegaurach eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BXR8FHQ0546E89,Sparkasse Düren,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BXVKDO9274NA83,Volksbank Rhein-Nahe-Hunsrück eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900BZT0YLD8BX1C59,Sparkasse Berchtesgadener Land,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C09PDSUJ27W947,Sparkasse Neumarkt i.d. OPf.-Parsberg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C0H5OM7TYSQK47,Raiffeisenbank im Fuldaer Land eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C1DU7R9H72TI55,VR Bank Mittlere Oberpfalz eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C1N2GMTYIKO591,Hamburger Volksbank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C2A9G3SP7VPK94,Sparkasse Duisburg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C3SHT3Q94H3W82,Bank 11 Holding GmbH,FH,Germany,LSI,,,true,false,meldet_selbst,
529900C43L4ZHDUDW754,Volksbank eG Lohne-Dinklage-Steinfeld-Mühlen,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C4A6CDUR4NBP38,Raiffeisenbank Werratal-Landeck eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C4BDI11BJKQ590,Vereinigte VR Bank eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C5ZXBJLB1D2V48,Volksbank eG Südheide - Isenhagener Land – Altmark,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C61SO23HBUWX84,Dortmunder Volksbank eingetragene Genossenschaft,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C7C1CTWJVRTA69,Sparda-Bank Ostbayern eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C7LGUV8N5BG037,Kreissparkasse Schlüchtern,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C850VGJ80C6E84,VR-Bank Passau eG,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
529900C993QTFX14KV96,Kreissparkasse Herzogtum Lauenburg,CI,Germany,LSI,,,false,false,keine_gruppe_bekannt,
