lei,bank_name,country,consolidation,refdate,submission_ts,im_xbrl_bestand,url
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2025-06-30,20260421100457208,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260421100457208.zip
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2025-09-30,20260420135218949,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260420135218949.zip
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2025-12-31,20260413144744180,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260413144744180.zip
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2025-12-31,20260424142844181,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260424142844181.zip
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2025-12-31,20260505143044182,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260505143044182.zip
529900K16YGKC8BES892,Deutsche Kreditbank Aktiengesellschaft,DE,IND,2026-03-31,20260608125115533,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900K16YGKC8BES892.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2026-03-31_20260608125115533.zip
529900KRVTRP5RWP9K95,Santander Consumer Holding GmbH,DE,CON,2025-12-31,20260504123456789,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900KRVTRP5RWP9K95.CON_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260504123456789.zip
529900KRVTRP5RWP9K95,Santander Consumer Holding GmbH,DE,CON,2025-12-31,20260626110035864,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900KRVTRP5RWP9K95.CON_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260626110035864.zip
529900L89TGSPV9OU151,Porsche Bank Aktiengesellschaft,AT,CON,2025-12-31,20260626084250523,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900L89TGSPV9OU151.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260626084250523.zip
529900LIZVBUANJ20E31,BBBank eG,DE,IND,2025-12-31,20260624105408372,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900LIZVBUANJ20E31.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260624105408372.zip
529900LIZVBUANJ20E31,BBBank eG,DE,IND,2025-12-31,20260624105408372,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900LIZVBUANJ20E31.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260624105408372.zip
529900LU7D396TOO3B50,Raiffeisenverband Salzburg eGen,AT,CON,2025-12-31,20260630160000000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900LU7D396TOO3B50.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260630160000000.zip
529900LU7D396TOO3B50,Raiffeisenverband Salzburg eGen,AT,CON,2025-12-31,20260630160000000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900LU7D396TOO3B50.CON_AT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260630160000000.zip
529900MQJIQGD8N3YV53,Hannoversche Volksbank eG,DE,CON,2025-12-31,20260630075212000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900MQJIQGD8N3YV53.CON_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260630075212000.zip
529900N2ZB1B52JB2F83,CASSA CENTRALE RAIFFEISEN DELL'ALTO ADIGE - RAIFFEISEN-LANDESBANK SUEDTIROL A.G.,IT,IND,2025-12-31,20260617113843282,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900N2ZB1B52JB2F83.IND_IT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260617113843282.zip
529900N2ZB1B52JB2F83,CASSA CENTRALE RAIFFEISEN DELL'ALTO ADIGE - RAIFFEISEN-LANDESBANK SUEDTIROL A.G.,IT,IND,2025-12-31,20260617113843282,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900N2ZB1B52JB2F83.IND_IT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260617113843282.zip
529900NJYUGRO908KV84,ALLIANZ BULGARIA HOLDING,BG,CON,2025-12-31,20260624173001003,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900NJYUGRO908KV84.CON_BG_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260624173001003.zip
529900NJYUGRO908KV84,ALLIANZ BULGARIA HOLDING,BG,CON,2025-12-31,20260624175242485,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900NJYUGRO908KV84.CON_BG_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260624175242485.zip
529900NNQW9IAE32GQ07,GRAWE-Vermögensverwaltung,AT,CON,2025-12-31,20260527143720000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900NNQW9IAE32GQ07.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260527143720000.zip
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-06-30,20260323113101001,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ODI3047E2LIV03.CON_FI_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260323113101001.zip
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-09-30,20260324111902001,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ODI3047E2LIV03.CON_FI_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260324111902001.zip
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2025-12-31,20260415113101001,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ODI3047E2LIV03.CON_FI_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260415113101001.zip
529900ODI3047E2LIV03,Nordea Bank Abp,FI,CON,2026-03-31,20260602144301001,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ODI3047E2LIV03.CON_FI_PILLAR3010000_P3NONREMDISDOCS_2026-03-31_20260602144301001.zip
529900OE1FOAM50XLP72,Liechtensteinische Landesbank AG,LI,CON,2025-06-30,20260611133943000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900OE1FOAM50XLP72.CON_LI_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260611133943000.zip
529900OKPZTTS50FXP26,Advanzia Bank S.A.,LU,IND,2025-12-31,20260305071632000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900OKPZTTS50FXP26.IND_LU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260305071632000.zip
529900P8BY9HZTZ82T70,Volksbank Kraichgau eG,DE,IND,2025-12-31,20260625094148488,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900P8BY9HZTZ82T70.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260625094148488.zip
529900P8BY9HZTZ82T70,Volksbank Kraichgau eG,DE,IND,2025-12-31,20260625094426559,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900P8BY9HZTZ82T70.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260625094426559.zip
529900PR2ELW8QI1B775,DLR Kredit A/S,DK,IND,2025-12-31,20260623123206825,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900PR2ELW8QI1B775.IND_DK_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260623123206825.zip
529900PR2ELW8QI1B775,DLR Kredit A/S,DK,IND,2026-03-31,20260629123206825,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900PR2ELW8QI1B775.IND_DK_PILLAR3010000_P3NONREMDISDOCS_2026-03-31_20260629123206825.zip
529900PUK9IU39VCWK54,Volksbank in Ostwestfalen eG,DE,IND,2025-12-31,20260629084652942,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900PUK9IU39VCWK54.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260629084652942.zip
529900PUK9IU39VCWK54,Volksbank in Ostwestfalen eG,DE,IND,2025-12-31,20260629084652942,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900PUK9IU39VCWK54.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260629084652942.zip
529900Q2C3I7VCILLG45,FIMBank plc,MT,CON,2025-12-31,20260507140901003,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900Q2C3I7VCILLG45.CON_MT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260507140901003.zip
529900Q2C3I7VCILLG45,FIMBank plc,MT,CON,2025-12-31,20260507140901003,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900Q2C3I7VCILLG45.CON_MT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260507140901003.zip
529900QYEJ2GYSWK1F08,RLB-Stmk Verbund eGen,AT,CON,2025-12-31,20260610090600000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900QYEJ2GYSWK1F08.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260610090600000.zip
529900RCLERIIXF4QM23,bank99 AG,AT,IND,2025-12-31,20260605140901000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RCLERIIXF4QM23.IND_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260605140901000.zip
529900RPGHC6DQEQL615,International Asset Bank AD,BG,IND,2025-12-31,20260623140052879,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RPGHC6DQEQL615.IND_BG_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260623140052879.zip
529900RQOBT3ZJMDRK43,Bank Frick AG,LI,CON,2025-12-31,20260617152300000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RQOBT3ZJMDRK43.CON_LI_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260617152300000.zip
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-06-30,20251125103953689,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RWC8ZYB066JF16.CON_MT_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20251125103953689.zip
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-09-30,20251125103953689,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RWC8ZYB066JF16.CON_MT_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20251125103953689.zip
529900RWC8ZYB066JF16,Bank of Valletta Plc,MT,CON,2025-12-31,20251225103953679,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900RWC8ZYB066JF16.CON_MT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20251225103953679.zip
529900S1KHKOEQL5CK20,Wüstenrot Bausparkasse Aktiengesellschaft,DE,IND,2025-12-31,20260609151850773,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900S1KHKOEQL5CK20.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260609151850773.zip
529900S1KHKOEQL5CK20,Wüstenrot Bausparkasse Aktiengesellschaft,DE,IND,2025-12-31,20260609151850773,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900S1KHKOEQL5CK20.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260609151850773.zip
529900SEFOTJH1MLGZ92,Lægernes Bank A/S,DK,IND,2025-12-31,20260330090814000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900SEFOTJH1MLGZ92.IND_DK_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260330090814000.zip
529900SS7ZWCX82U3W60,DEUTSCHE BANK S.P.A.,IT,IND,2025-12-31,20260521102054338,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900SS7ZWCX82U3W60.IND_IT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260521102054338.zip
529900SS7ZWCX82U3W60,DEUTSCHE BANK S.P.A.,IT,IND,2025-12-31,20260521102054338,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900SS7ZWCX82U3W60.IND_IT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260521102054338.zip
529900SXEWPJ1MRRX537,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,AT,CON,2025-12-31,20260508120500200,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900SXEWPJ1MRRX537.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260508120500200.zip
529900T32UL0CP1FZA06,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,IT,CON,2025-12-31,20260619121243283,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900T32UL0CP1FZA06.CON_IT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260619121243283.zip
529900T32UL0CP1FZA06,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,IT,CON,2025-12-31,20260619125343283,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900T32UL0CP1FZA06.CON_IT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260619125343283.zip
529900T7MYZUMMW4O176,Berliner Volksbank eG,DE,CON,2025-12-31,20260623100853000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900T7MYZUMMW4O176.CON_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260623100853000.zip
529900TDG1TFZM39SF37,Baader Beteiligungs GmbH,DE,CON,2025-12-31,20260625000000001,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900TDG1TFZM39SF37.CON_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260625000000001.zip
529900U5XAEYOT68AC40,EFG Bank (Luxembourg) S.A.,LU,IND,2025-12-31,20260625122510004,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900U5XAEYOT68AC40.IND_LU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260625122510004.zip
529900UHDH7QLRMEJQ86,Sigma Bank AG,LI,CON,2025-12-31,20260629091600000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900UHDH7QLRMEJQ86.CON_LI_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260629091600000.zip
529900UIRB65OY6U4B21,Lombard Bank Malta plc,MT,IND,2025-12-31,20260521083030000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900UIRB65OY6U4B21.IND_MT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260521083030000.zip
529900UIRB65OY6U4B21,Lombard Bank Malta plc,MT,IND,2025-12-31,20260521083230000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900UIRB65OY6U4B21.IND_MT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260521083230000.zip
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-06-30,20260105040158311,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900UKZBMDBDZIXD62.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260105040158311.zip
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-12-31,20260317040158327,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900UKZBMDBDZIXD62.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260317040158327.zip
529900UKZBMDBDZIXD62,Addiko Bank AG,AT,CON,2025-12-31,20260417050413726,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900UKZBMDBDZIXD62.CON_AT_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260417050413726.zip
529900V3O1M5IHMOSF46,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,CON,2025-06-30,20260601172140002,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900V3O1M5IHMOSF46.CON_DE_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260601172140002.zip
529900VS0F7BA91P4I60,Alpha Bank Cyprus Limited,CY,IND,2025-12-31,20260630165842847,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900VS0F7BA91P4I60.IND_CY_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260630165842847.zip
529900VVDOKMRRAHZ894,Bank GPB International S.A.,LU,IND,2025-12-31,20260506103745425,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900VVDOKMRRAHZ894.IND_LU_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260506103745425.zip
529900VVDOKMRRAHZ894,Bank GPB International S.A.,LU,IND,2025-12-31,20260615103245425,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900VVDOKMRRAHZ894.IND_LU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260615103245425.zip
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-06-30,20251114152447123,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900W3MOO00A18X956.CON_HU_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20251114152447123.zip
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,20260415152447123,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900W3MOO00A18X956.CON_HU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260415152447123.zip
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,20260415152447124,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900W3MOO00A18X956.CON_HU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260415152447124.zip
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,20260615152447124,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900W3MOO00A18X956.CON_HU_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260615152447124.zip
529900W3MOO00A18X956,OTP-csoport,HU,CON,2025-12-31,20260615152447125,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900W3MOO00A18X956.CON_HU_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260615152447125.zip
529900XB6RQ3XCELQO62,BENDURA BANK AG,LI,IND,2025-12-31,20260625104512345,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900XB6RQ3XCELQO62.IND_LI_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260625104512345.zip
529900XDLJV1P7HBAH18,Sparkasse Holstein,DE,IND,2025-12-31,20260626113200000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900XDLJV1P7HBAH18.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260626113200000.zip
529900XDLJV1P7HBAH18,Sparkasse Holstein,DE,IND,2025-12-31,20260626113200000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900XDLJV1P7HBAH18.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260626113200000.zip
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-06-30,20260306110324100,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900XSTAE561178282.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260306110324100.zip
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-09-30,20260306110324101,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900XSTAE561178282.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260306110324101.zip
529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,AT,CON,2025-12-31,20260306110324102,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900XSTAE561178282.CON_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260306110324102.zip
529900ZMDTSQYEYCKL45,VR TeilhaberBank Metropolregion Nürnberg eG,DE,IND,2025-12-31,20260610000000000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ZMDTSQYEYCKL45.IND_DE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260610000000000.zip
529900ZMDTSQYEYCKL45,VR TeilhaberBank Metropolregion Nürnberg eG,DE,IND,2025-12-31,20260622000000000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/529900ZMDTSQYEYCKL45.IND_DE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260622000000000.zip
529900ZVK4VTIS0TOT43,DenizBank AG,AT,IND,2025-12-31,20260605133543972,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/529900ZVK4VTIS0TOT43.IND_AT_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260605133543972.zip
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-06-30,20260218110530400,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LKS7B3UTF7H35.CON_PL_PILLAR3010000_P3NONREMDISDOCS_2025-06-30_20260218110530400.zip
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-09-30,20260216110530402,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LKS7B3UTF7H35.CON_PL_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260216110530402.zip
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-09-30,20260216110530412,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LKS7B3UTF7H35.CON_PL_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260216110530412.zip
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2025-12-31,20260219204530401,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LKS7B3UTF7H35.CON_PL_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260219204530401.zip
5493000LKS7B3UTF7H35,Bank Polska Kasa Opieki S.A.,PL,CON,2026-03-31,20260429144500000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LKS7B3UTF7H35.CON_PL_PILLAR3010000_P3NONREMDISDOCS_2026-03-31_20260429144500000.zip
5493000LM0MZ4JPMGM90,"Santander Consumer Finance, S.A.",ES,CON,2025-12-31,20260505052232264,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000LM0MZ4JPMGM90.CON_ES_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260505052232264.zip
5493000UPYR7EEHN2R94,"Gorenjska banka d.d., Kranj",SI,CON,2025-12-31,20260617120324717,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/5493000UPYR7EEHN2R94.CON_SI_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260617120324717.zip
5493000UPYR7EEHN2R94,"Gorenjska banka d.d., Kranj",SI,CON,2025-12-31,20260617130224384,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000UPYR7EEHN2R94.CON_SI_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260617130224384.zip
5493000YPN33HF74SN02,Bank of Montreal Europe plc,IE,IND,2025-10-31,20260320090230579,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493000YPN33HF74SN02.IND_IE_PILLAR3010000_P3NONREMDISDOCS_2025-10-31_20260320090230579.zip
5493000YPN33HF74SN02,Bank of Montreal Europe plc,IE,IND,2025-10-31,20260320100530579,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/5493000YPN33HF74SN02.IND_IE_PILLAR3010000_P3REMDISDOCS_2025-10-31_20260320100530579.zip
5493001BABFV7P27OW30,"Nova Ljubljanska Banka d.d., Ljubljana",SI,CON,2025-09-30,20260309191601000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493001BABFV7P27OW30.CON_SI_PILLAR3010000_P3NONREMDISDOCS_2025-09-30_20260309191601000.zip
5493001BABFV7P27OW30,"Nova Ljubljanska Banka d.d., Ljubljana",SI,CON,2026-03-31,20260518093201000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493001BABFV7P27OW30.CON_SI_PILLAR3010000_P3NONREMDISDOCS_2026-03-31_20260518093201000.zip
5493001U1K6M7JOL5W45,Raiffeisen Bank csoport,HU,CON,2025-12-31,20260424085023312,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493001U1K6M7JOL5W45.CON_HU_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260424085023312.zip
5493002DPKDEC2JN1Y86,Sparekassen Sjælland-Fyn A/S,DK,CON,2025-12-31,20260604092530000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493002DPKDEC2JN1Y86.CON_DK_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260604092530000.zip
5493002DPKDEC2JN1Y86,Sparekassen Sjælland-Fyn A/S,DK,CON,2025-12-31,20260604092530000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/5493002DPKDEC2JN1Y86.CON_DK_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260604092530000.zip
5493003BDYD5VPGUQS04,UniCredit Bank S.A.,RO,CON,2025-12-31,20260617091542000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/5493003BDYD5VPGUQS04.CON_RO_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260617091542000.zip
5493003BDYD5VPGUQS04,UniCredit Bank S.A.,RO,CON,2025-12-31,20260617091742000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493003BDYD5VPGUQS04.CON_RO_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260617091742000.zip
5493004D82XDFVPWQJ91,Ikano Bank AB (publ),SE,IND,2025-12-31,20260527151100000,true,https://errp.eba.europa.eu/public-documents/P3NONREMDISDOCS/input/5493004D82XDFVPWQJ91.IND_SE_PILLAR3010000_P3NONREMDISDOCS_2025-12-31_20260527151100000.zip
5493004D82XDFVPWQJ91,Ikano Bank AB (publ),SE,IND,2025-12-31,20260527151100000,true,https://errp.eba.europa.eu/public-documents/P3REMDISDOCS/input/5493004D82XDFVPWQJ91.IND_SE_PILLAR3010000_P3REMDISDOCS_2025-12-31_20260527151100000.zip
